,query_article_link,top1,top2,top3,top4,top5,top6,top7,top8,top9,top10
24,/abs/2004.00034,/abs/2004.00034,/abs/2004.01532,/abs/1211.4500,/abs/2103.02550,/abs/1702.02510,/abs/2303.13535,/abs/1701.05248,/abs/1905.05673,/abs/1903.06657,/abs/1804.11247
25,/abs/2004.00048,/abs/2004.00048,/abs/1903.10410,/abs/1905.03389,/abs/2302.09334,/abs/1712.06568,/abs/2009.08403,/abs/2306.10225,/abs/1906.08865,/abs/2205.09729,/abs/2007.02686
26,/abs/2004.00049,/abs/2004.00049,/abs/2309.13956,/abs/2107.06050,/abs/2307.15033,/abs/2102.02766,/abs/2203.11105,/abs/2108.08998,/abs/2307.16151,/abs/2205.06304,/abs/2112.00719
27,/abs/2004.00050,/abs/2004.00050,/abs/2101.11978,/abs/2109.06050,/abs/1706.06894,/abs/1709.01895,/abs/2306.08999,/abs/2003.08385,/abs/2212.14548,/abs/2305.13047,/abs/1605.01655
28,/abs/2004.00053,/abs/2004.00053,/abs/2001.04935,/abs/2106.11384,/abs/2305.03010,/abs/1708.03994,/abs/2108.12318,/abs/2208.08386,/abs/2110.02631,/abs/2310.06816,/abs/1906.03656
29,/abs/2206.00007,/abs/2206.00007,/abs/1812.03337,/abs/2302.11774,/abs/2305.06272,/abs/2211.04734,/abs/2112.00988,/abs/2209.03137,/abs/2001.04030,/abs/2108.06228,/abs/2208.13465
30,/abs/2206.00026,/abs/2302.07755,/abs/1810.12423,/abs/0910.2405,/abs/1504.02616,/abs/1812.06337,/abs/2203.11055,/abs/1806.03936,/abs/2209.10181,/abs/2308.06441,/abs/2002.09949
31,/abs/2206.00047,/abs/2206.00047,/abs/2301.07845,/abs/2205.13913,/abs/2004.01377,/abs/2210.15000,/abs/1710.03463,/abs/2007.03304,/abs/2102.05082,/abs/2009.12658,/abs/2307.06825
32,/abs/2206.00048,/abs/2206.00048,/abs/2106.04488,/abs/2202.09649,/abs/2007.06600,/abs/2111.12583,/abs/2004.14367,/abs/2002.03754,/abs/2105.12660,/abs/2004.05495,/abs/2212.01455
33,/abs/2204.00003,/abs/2204.00003,/abs/2309.03640,/abs/1912.05445,/abs/2204.06859,/abs/2007.11876,/abs/1907.03698,/abs/2112.00627,/abs/1902.07304,/abs/2009.13684,/abs/2310.17462
34,/abs/2204.00032,/abs/2204.00032,/abs/1805.04049,/abs/1610.05820,/abs/1709.01604,/abs/1807.05852,/abs/1903.09860,/abs/2211.00463,/abs/2006.07267,/abs/2009.00395,/abs/2103.07101
35,/abs/1902.00006,/abs/1902.00006,/abs/1802.00682,/abs/2211.05667,/abs/1806.07538,/abs/2202.04092,/abs/1808.00033,/abs/1910.13503,/abs/1902.03501,/abs/1906.01431,/abs/1702.08608
36,/abs/1902.00009,/abs/1902.00009,/abs/1902.00009,/abs/1812.11396,/abs/2212.02604,/abs/1707.07140,/abs/1712.09163,/abs/1707.00489,/abs/1312.4826,/abs/2006.06825,/abs/1403.1140
37,/abs/1902.00014,/abs/1902.00014,/abs/1604.04164,/abs/2011.09858,/abs/1702.03358,/abs/2006.04167,/abs/1911.07229,/abs/2106.15150,/abs/1808.03130,/abs/1406.3047,/abs/1804.07805
38,/abs/1902.00031,/abs/1902.00031,/abs/2109.05153,/abs/1809.02649,/abs/2101.04226,/abs/2007.15280,/abs/2108.00804,/abs/2009.12414,/abs/1804.00401,/abs/2203.05921,/abs/2310.13659
39,/abs/1902.00033,/abs/1902.00033,/abs/1511.06208,/abs/2305.19043,/abs/1608.03628,/abs/1802.08762,/abs/2007.07142,/abs/2305.18962,/abs/2302.06757,/abs/2006.02037,/abs/2009.07547
40,/abs/1902.00038,/abs/1902.00038,/abs/1705.06676,/abs/1708.01471,/abs/2212.01447,/abs/1909.11874,/abs/1708.03619,/abs/2010.14095,/abs/1911.09895,/abs/2206.07643,/abs/1606.01847
41,/abs/2006.00031,/abs/2006.00031,/abs/2206.11815,/abs/2107.05132,/abs/2305.08146,/abs/2106.04102,/abs/1905.08377,/abs/2209.08236,/abs/2111.15417,/abs/2003.10555,/abs/2112.07873
42,/abs/2006.00037,/abs/2006.00037,/abs/2210.07505,/abs/2003.05016,/abs/2203.10113,/abs/2111.06437,/abs/2304.08246,/abs/2102.08768,/abs/1910.08419,/abs/2209.03458,/abs/2209.12427
43,/abs/2006.00044,/abs/2006.00044,/abs/2108.09931,/abs/1711.10182,/abs/2105.10668,/abs/1912.08912,/abs/1810.04645,/abs/2203.01464,/abs/2210.05623,/abs/1903.03760,/abs/2304.03657
44,/abs/2006.00046,/abs/2006.00046,/abs/2006.13362,/abs/2005.05625,/abs/2101.09075,/abs/2006.09099,/abs/2005.13754,/abs/2203.04307,/abs/2005.10309,/abs/2204.07446,/abs/2006.08568
45,/abs/2006.00048,/abs/2006.00048,/abs/2004.04389,/abs/2109.11435,/abs/1907.10312,/abs/1711.04188,/abs/1411.1922,/abs/2310.06599,/abs/2212.07218,/abs/1904.02468,/abs/2203.13130
46,/abs/2211.00005,/abs/2211.00005,/abs/2006.12648,/abs/2301.10350,/abs/1804.06352,/abs/2010.08354,/abs/1606.01601,/abs/2111.13314,/abs/0807.1734,/abs/1208.0275,/abs/2002.04187
47,/abs/2211.00006,/abs/2211.00006,/abs/2105.06016,/abs/2303.13531,/abs/1704.03520,/abs/2103.16956,/abs/1903.03993,/abs/1806.03150,/abs/2309.01571,/abs/1909.06159,/abs/2004.09971
48,/abs/2211.00007,/abs/2211.00007,/abs/2209.12265,/abs/2208.00358,/abs/2210.17386,/abs/2209.12749,/abs/2108.03778,/abs/2205.00692,/abs/2305.09832,/abs/2012.06992,/abs/2306.16481
49,/abs/2211.00053,/abs/2211.00053,/abs/2303.17651,/abs/2308.03188,/abs/2310.01798,/abs/2310.18679,/abs/2305.04087,/abs/2304.05128,/abs/2304.14293,/abs/2310.17876,/abs/2205.10884
50,/abs/2211.00057,/abs/2211.00057,/abs/2202.00453,/abs/2309.05033,/abs/2011.14146,/abs/2107.01662,/abs/2202.03202,/abs/2102.08436,/abs/1404.6545,/abs/2007.04109,/abs/2108.11040
51,/abs/2210.00008,/abs/2210.00008,/abs/1904.05747,/abs/1812.08108,/abs/2302.11328,/abs/2111.14037,/abs/1702.06280,/abs/2011.05973,/abs/2306.09925,/abs/1803.04173,/abs/1904.09433
52,/abs/2007.00024,/abs/2007.00024,/abs/1611.05927,/abs/2102.04924,/abs/1706.02480,/abs/2212.13345,/abs/2201.11665,/abs/2006.13593,/abs/2305.14974,/abs/1903.02083,/abs/1708.06742
53,/abs/2007.00028,/abs/2007.00028,/abs/2202.13441,/abs/2303.01135,/abs/2006.11226,/abs/2103.12692,/abs/1710.10345,/abs/2103.09177,/abs/2303.10758,/abs/2212.03783,/abs/1806.01796
54,/abs/2007.00045,/abs/2007.00045,/abs/1906.04559,/abs/1811.05062,/abs/1909.08528,/abs/1303.4614,/abs/1301.6324,/abs/1409.0923,/abs/1911.10674,/abs/1005.0907,/abs/1608.04063
55,/abs/1903.00001,/abs/2006.04868,/abs/1912.05074,/abs/2202.00972,/abs/2202.00972,/abs/1806.01313,/abs/2308.01239,/abs/1902.04099,/abs/2306.04905,/abs/2004.13470,/abs/2107.12461
56,/abs/1903.00027,/abs/1903.00027,/abs/2003.14210,/abs/1912.03905,/abs/1812.06110,/abs/2310.00036,/abs/1901.04772,/abs/1912.12482,/abs/1812.11103,/abs/2112.04123,/abs/2309.16382
57,/abs/1903.00036,/abs/1903.00036,/abs/1710.06548,/abs/2011.05424,/abs/2205.00155,/abs/2003.07524,/abs/1501.05628,/abs/2110.03085,/abs/2310.04117,/abs/1808.10799,/abs/2208.00322
58,/abs/1903.00041,/abs/1903.00041,/abs/2004.05757,/abs/2203.13867,/abs/2103.11088,/abs/2001.03294,/abs/2011.14608,/abs/2103.02262,/abs/1905.05816,/abs/2309.02640,/abs/2010.04505
59,/abs/1903.00045,/abs/1903.00045,/abs/2004.03072,/abs/1708.05840,/abs/1908.11848,/abs/2010.10458,/abs/2305.12213,/abs/1605.08325,/abs/1606.04487,/abs/1511.00175,/abs/1810.11787
60,/abs/1903.00058,/abs/1903.00058,/abs/2305.13034,/abs/2301.12866,/abs/2302.12188,/abs/2001.08140,/abs/1612.06897,/abs/2204.06175,/abs/2109.06604,/abs/2104.06951,/abs/1804.02559
61,/abs/2205.00029,/abs/2205.00029,/abs/1911.02557,/abs/2204.07135,/abs/2205.09661,/abs/2103.03373,/abs/2306.12015,/abs/2305.14483,/abs/2305.14449,/abs/2310.18679,/abs/1909.10470
62,/abs/2201.00006,/abs/2201.00006,/abs/2211.01025,/abs/2104.10455,/abs/2112.02336,/abs/1905.04722,/abs/1905.04716,/abs/2303.10828,/abs/2112.10107,/abs/2109.07180,/abs/1905.07698
63,/abs/2201.00011,/abs/2201.00011,/abs/2303.06155,/abs/2209.14520,/abs/2108.13323,/abs/2010.10338,/abs/2301.00389,/abs/2103.14473,/abs/2307.03347,/abs/2111.14347,/abs/2010.00795
64,/abs/1907.00039,/abs/1907.00039,/abs/1907.04877,/abs/1907.00198,/abs/2204.12906,/abs/2304.01639,/abs/2109.00862,/abs/2307.01917,/abs/2112.00115,/abs/2202.12069,/abs/2310.14038
65,/abs/2003.00003,/abs/2003.00003,/abs/2006.12143,/abs/2004.00333,/abs/2007.02287,/abs/2003.12470,/abs/1911.09432,/abs/1909.06890,/abs/2208.01908,/abs/2109.00376,/abs/2201.11860
66,/abs/2003.00010,/abs/2003.00010,/abs/2209.15505,/abs/2307.15196,/abs/2205.12173,/abs/2306.12608,/abs/1805.09682,/abs/1802.10116,/abs/2110.00625,/abs/2005.07866,/abs/2206.04057
67,/abs/2003.00030,/abs/2003.00030,/abs/2104.08543,/abs/2310.06253,/abs/2204.01464,/abs/2103.12999,/abs/2011.04021,/abs/2205.10736,/abs/1904.01191,/abs/2108.00128,/abs/1906.10717
68,/abs/2003.00032,/abs/2003.00032,/abs/1808.10717,/abs/1907.07761,/abs/2207.05678,/abs/1802.03775,/abs/2107.07296,/abs/1711.03829,/abs/2008.06453,/abs/2009.00391,/abs/2311.08096
69,/abs/2003.00040,/abs/2003.00040,/abs/2306.01613,/abs/2105.10948,/abs/2012.01274,/abs/1804.00308,/abs/1802.03041,/abs/1811.00741,/abs/2004.07401,/abs/1802.07295,/abs/2006.16469
70,/abs/2003.00045,/abs/2003.00045,/abs/1907.04527,/abs/1905.03593,/abs/2011.03423,/abs/1911.09484,/abs/2103.13547,/abs/1903.10180,/abs/2008.11262,/abs/2206.14118,/abs/1606.03266
71,/abs/2003.00052,/abs/2003.00052,/abs/1905.03244,/abs/2008.09047,/abs/2208.11251,/abs/2104.00272,/abs/2006.05734,/abs/2106.06313,/abs/2108.12384,/abs/2205.12583,/abs/2107.02909
72,/abs/2003.00054,/abs/2003.00054,/abs/1308.0514,/abs/2104.11787,/abs/1911.01270,/abs/2205.11660,/abs/2012.08105,/abs/2204.06670,/abs/2105.06494,/abs/1701.00416,/abs/2201.02180
73,/abs/2003.00056,/abs/2003.00056,/abs/2202.00516,/abs/2202.00514,/abs/2205.06995,/abs/2110.02297,/abs/2201.12914,/abs/1507.04308,/abs/1501.01909,/abs/1401.6733,/abs/2201.12918
74,/abs/2011.00032,/abs/2011.00032,/abs/2212.14199,/abs/2204.01147,/abs/2109.14862,/abs/1909.13842,/abs/1909.06586,/abs/2209.08664,/abs/1905.06144,/abs/2303.13630,/abs/2008.12687
75,/abs/2011.00033,/abs/2011.00033,/abs/2204.05352,/abs/2001.02674,/abs/2307.03354,/abs/2310.14806,/abs/2101.09149,/abs/2008.05750,/abs/2002.02562,/abs/2211.05967,/abs/2309.11384
76,/abs/2011.00043,/abs/2011.00043,/abs/1801.07481,/abs/1808.09568,/abs/2003.00809,/abs/1701.05248,/abs/2005.05509,/abs/1402.5047,/abs/1808.02531,/abs/1912.04523,/abs/2105.03958
77,/abs/2010.00052,/abs/2010.00052,/abs/1812.07976,/abs/2109.09903,/abs/2208.04274,/abs/2010.10841,/abs/2010.07820,/abs/2011.06259,/abs/2208.05067,/abs/2203.02882,/abs/2003.05102
78,/abs/2010.00055,/abs/2010.00055,/abs/1707.01429,/abs/1501.07627,/abs/2009.06734,/abs/2301.10352,/abs/2112.15475,/abs/2109.03429,/abs/2202.04771,/abs/2007.03748,/abs/2104.00424
79,/abs/2010.00058,/abs/2010.00058,/abs/2211.02432,/abs/2107.07596,/abs/2109.05265,/abs/2010.03320,/abs/2009.08428,/abs/2106.02778,/abs/2309.00787,/abs/2202.13220,/abs/2309.03734
80,/abs/2002.00008,/abs/2002.00008,/abs/1807.04193,/abs/2102.07525,/abs/2101.12564,/abs/2302.03549,/abs/1604.01433,/abs/2101.11428,/abs/2004.11935,/abs/2011.01352,/abs/1709.09082
81,/abs/2002.00009,/abs/2002.00009,/abs/1609.07895,/abs/1402.4327,/abs/1805.11988,/abs/1506.03710,/abs/1502.01257,/abs/2001.11906,/abs/1903.10706,/abs/1609.08059,/abs/1209.3422
82,/abs/2002.00027,/abs/2002.00027,/abs/1909.09227,/abs/2001.11846,/abs/1902.05478,/abs/2110.04176,/abs/2110.01185,/abs/1806.04418,/abs/2309.07716,/abs/2009.04083,/abs/1511.06351
83,/abs/1906.00025,/abs/1906.00025,/abs/2107.14263,/abs/1909.03585,/abs/2011.13570,/abs/2012.09631,/abs/1901.05954,/abs/1907.06347,/abs/2301.07670,/abs/1906.03671,/abs/1812.02497
84,/abs/1906.00029,/abs/1906.00029,/abs/1512.05814,/abs/1404.0024,/abs/2008.07986,/abs/1304.6584,/abs/1809.07221,/abs/2009.03062,/abs/1302.5101,/abs/2101.10374,/abs/cs/0511063
85,/abs/1906.00038,/abs/1906.00038,/abs/1710.00453,/abs/2301.07150,/abs/2106.01607,/abs/2007.01072,/abs/2010.10645,/abs/2211.12950,/abs/1711.07280,/abs/2007.07268,/abs/1810.00912
86,/abs/1906.00041,/abs/1906.00041,/abs/2104.14914,/abs/2105.06365,/abs/2008.10856,/abs/2105.02584,/abs/2104.04243,/abs/2203.14278,/abs/1802.06159,/abs/1810.10176,/abs/1802.06290
87,/abs/2202.00004,/abs/2202.00004,/abs/1902.03306,/abs/2005.10005,/abs/2108.12514,/abs/1212.1603,/abs/1904.02311,/abs/1007.1836,/abs/1007.1834,/abs/2104.02564,/abs/1709.02162
88,/abs/2202.00005,/abs/2202.00005,/abs/2311.02317,/abs/2311.06938,/abs/2201.10500,/abs/2211.05775,/abs/2012.12123,/abs/2212.01298,/abs/2012.06208,/abs/2012.07753,/abs/2201.11368
89,/abs/2202.00047,/abs/2202.00047,/abs/2308.13015,/abs/2301.03109,/abs/2206.12118,/abs/2011.03675,/abs/1807.08077,/abs/2308.04703,/abs/2310.04529,/abs/2210.08175,/abs/2307.06940
90,/abs/1904.00001,/abs/1904.00001,/abs/1812.03057,/abs/1912.09630,/abs/2107.12045,/abs/1808.01614,/abs/1910.05112,/abs/2003.01155,/abs/1610.01256,/abs/2104.14235,/abs/2302.12155
91,/abs/1904.00003,/abs/1904.00003,/abs/2111.01778,/abs/2311.09066,/abs/2102.11235,/abs/1912.01122,/abs/1903.04081,/abs/2211.10443,/abs/1906.08891,/abs/2103.15764,/abs/1510.01006
92,/abs/1904.00004,/abs/1904.00004,/abs/1508.06686,/abs/2202.00396,/abs/2101.00296,/abs/2011.02924,/abs/1607.06819,/abs/1710.07087,/abs/1809.09514,/abs/2205.15657,/abs/1309.5014
93,/abs/1904.00035,/abs/1904.00035,/abs/2105.06517,/abs/1803.09200,/abs/2107.07413,/abs/1612.00147,/abs/1910.12905,/abs/2204.01024,/abs/2005.13976,/abs/2110.07699,/abs/2003.01886
94,/abs/2012.00004,/abs/2012.00004,/abs/2011.14678,/abs/2005.09946,/abs/2007.11464,/abs/2010.00857,/abs/2310.10400,/abs/2102.00290,/abs/2004.13703,/abs/2010.09072,/abs/2001.07786
95,/abs/2012.00012,/abs/2012.00012,/abs/2203.13685,/abs/2211.08371,/abs/2104.12454,/abs/1711.04987,/abs/2103.13439,/abs/2208.00376,/abs/2302.07268,/abs/2202.09901,/abs/cs/0304006
96,/abs/2012.00050,/abs/2012.00050,/abs/2105.02038,/abs/2005.04750,/abs/2004.05518,/abs/2006.05868,/abs/1804.11040,/abs/2007.02210,/abs/1911.00548,/abs/1908.06503,/abs/1812.06377
97,/abs/2012.00052,/abs/2012.00052,/abs/2207.00939,/abs/2004.06190,/abs/2205.10192,/abs/1801.08991,/abs/1909.08089,/abs/2101.03553,/abs/2308.02270,/abs/1706.03946,/abs/2106.11388
98,/abs/2012.00053,/abs/2012.00053,/abs/2310.10502,/abs/2211.05865,/abs/2209.11422,/abs/1910.02130,/abs/2103.10642,/abs/2212.07946,/abs/2203.12652,/abs/2004.08672,/abs/2009.09696
99,/abs/2012.00056,/abs/2012.00056,/abs/2109.05899,/abs/1107.1660,/abs/1504.04596,/abs/2105.10075,/abs/1902.10374,/abs/1203.6397,/abs/1611.04689,/abs/2106.03816,/abs/2202.10028
100,/abs/2001.00003,/abs/2001.00003,/abs/1809.02765,/abs/1901.01695,/abs/1907.00505,/abs/1909.07746,/abs/1811.03866,/abs/1905.12277,/abs/2102.12266,/abs/1811.04983,/abs/1707.06961
101,/abs/2001.00004,/abs/2001.00004,/abs/2006.00386,/abs/2201.05113,/abs/1302.3946,/abs/1506.05721,/abs/1403.0486,/abs/1303.1912,/abs/1309.5697,/abs/1204.0897,/abs/2110.09161
102,/abs/2001.00006,/abs/2001.00006,/abs/2108.02755,/abs/2004.13332,/abs/2111.07545,/abs/1907.02100,/abs/2004.01509,/abs/2108.02904,/abs/1910.12591,/abs/1905.04994,/abs/2008.07321
103,/abs/2001.00046,/abs/2001.00046,/abs/1403.4462,/abs/1307.0805,/abs/2202.00450,/abs/1905.07311,/abs/2109.00626,/abs/1704.08578,/abs/1609.04541,/abs/1705.01576,/abs/1906.05669
104,/abs/2001.00048,/abs/2001.00048,/abs/1909.03330,/abs/2212.07155,/abs/2301.06422,/abs/2309.02026,/abs/2307.08682,/abs/2308.02176,/abs/2206.06537,/abs/2211.04886,/abs/2207.08865
105,/abs/2001.00051,/abs/2001.00051,/abs/1509.04219,/abs/2109.14692,/abs/1209.2495,/abs/2209.09824,/abs/1605.01655,/abs/1901.08458,/abs/2101.11978,/abs/1904.12580,/abs/1311.1194
106,/abs/1905.00006,/abs/1905.00006,/abs/1903.07868,/abs/1912.10193,/abs/2006.11486,/abs/1910.05549,/abs/1905.08997,/abs/2109.06401,/abs/1803.00068,/abs/2005.03222,/abs/2007.15560
107,/abs/1905.00007,/abs/1905.00007,/abs/1801.00055,/abs/1712.02225,/abs/1809.04976,/abs/2105.00930,/abs/2104.13773,/abs/2002.09274,/abs/1811.11510,/abs/1908.06052,/abs/1809.09970
108,/abs/1905.00011,/abs/1905.00011,/abs/2308.11965,/abs/2311.09657,/abs/2209.12505,/abs/2201.09284,/abs/2005.01008,/abs/1906.03307,/abs/2306.13080,/abs/2206.06874,/abs/1906.03840
109,/abs/1905.00044,/abs/1905.00044,/abs/1811.05022,/abs/2202.06292,/abs/2010.05127,/abs/2111.07244,/abs/2011.00817,/abs/2301.07007,/abs/1412.3507,/abs/1011.4957,/abs/2211.10398
110,/abs/1905.00052,/abs/1905.00052,/abs/2310.03481,/abs/1905.01386,/abs/2102.06156,/abs/1909.04031,/abs/1708.04479,/abs/1909.02065,/abs/2006.02282,/abs/2306.04833,/abs/1908.03825
111,/abs/1905.00055,/abs/1905.00055,/abs/2206.13355,/abs/2204.01815,/abs/1807.02150,/abs/1704.05841,/abs/1507.06452,/abs/1802.04606,/abs/2210.07816,/abs/2205.05070,/abs/1809.02052
112,/abs/1905.00060,/abs/1905.00060,/abs/2303.11678,/abs/2206.01014,/abs/1611.08527,/abs/2209.15314,/abs/1902.10848,/abs/1705.00366,/abs/2301.04517,/abs/2002.06626,/abs/2205.10355
113,/abs/2203.00006,/abs/2203.00006,/abs/2207.06670,/abs/2112.07648,/abs/2307.12134,/abs/1904.03670,/abs/2106.09009,/abs/2102.06283,/abs/2009.14386,/abs/2104.10357,/abs/2010.04284
114,/abs/2203.00007,/abs/2203.00007,/abs/2107.13226,/abs/2202.06727,/abs/2210.09043,/abs/2101.00752,/abs/2210.13965,/abs/2002.09693,/abs/2208.06947,/abs/1706.06279,/abs/2210.07098
115,/abs/2203.00035,/abs/2203.00035,/abs/2301.06889,/abs/2209.07437,/abs/2109.04024,/abs/2002.04131,/abs/2106.13755,/abs/2304.01547,/abs/2209.04808,/abs/2105.08268,/abs/2006.11917
116,/abs/2203.00043,/abs/2203.00043,/abs/1209.5779,/abs/2004.09131,/abs/2004.03921,/abs/1812.09247,/abs/1504.00057,/abs/1903.01128,/abs/1803.08711,/abs/2101.08395,/abs/1910.04250
117,/abs/2106.00001,/abs/2106.00001,/abs/2303.01256,/abs/2305.17148,/abs/2211.04446,/abs/1409.5414,/abs/2011.03900,/abs/2007.05157,/abs/1407.1571,/abs/1803.10266,/abs/2006.09129
118,/abs/2106.00010,/abs/2106.00010,/abs/2105.14666,/abs/2205.10401,/abs/2111.04904,/abs/2210.16791,/abs/2103.02552,/abs/2106.07577,/abs/2103.17189,/abs/2202.01630,/abs/2208.11308
119,/abs/2106.00011,/abs/2106.00011,/abs/2105.14731,/abs/2208.05282,/abs/2205.07518,/abs/2001.00784,/abs/2006.01641,/abs/2104.06007,/abs/1809.02159,/abs/2206.11328,/abs/2102.11176
120,/abs/2106.00012,/abs/2106.00012,/abs/2101.07752,/abs/2203.12330,/abs/2111.13171,/abs/2208.06438,/abs/2011.14688,/abs/2106.03016,/abs/2311.06375,/abs/1907.08708,/abs/1812.09764
121,/abs/2106.00026,/abs/2106.00026,/abs/2111.10329,/abs/2003.04630,/abs/1906.01563,/abs/2102.04008,/abs/2111.15631,/abs/2201.10085,/abs/2202.02306,/abs/1807.10300,/abs/1910.07291
122,/abs/2304.00004,/abs/2304.00004,/abs/2208.13064,/abs/2305.11512,/abs/2210.15406,/abs/2304.02188,/abs/2105.09432,/abs/2101.04041,/abs/2005.07464,/abs/1901.02522,/abs/2105.08179
123,/abs/2304.00009,/abs/2304.00009,/abs/2205.15245,/abs/2206.07505,/abs/1905.05408,/abs/2111.14177,/abs/2209.12681,/abs/2102.00824,/abs/2303.14061,/abs/2109.10632,/abs/2302.05007
