,query_article_link,top1,top2,top3,top4,top5,top6,top7,top8,top9,top10
42,/abs/2006.00037,/abs/2309.11695,/abs/2310.09892,/abs/2003.03220,/abs/2301.09544,/abs/2109.02744,/abs/2110.10324,/abs/2302.03288,/abs/2001.05847,/abs/2208.11079,/abs/1712.09716
43,/abs/2006.00044,/abs/2111.11714,/abs/2203.01464,/abs/1610.01953,/abs/2006.10591,/abs/2101.03022,/abs/1901.07309,/abs/1903.00846,/abs/2105.09687,/abs/1808.10529,/abs/2001.02925
44,/abs/2006.00046,/abs/2108.02008,/abs/2005.05625,/abs/2007.02661,/abs/2010.03232,/abs/2006.00046,/abs/2005.10187,/abs/2004.07717,/abs/2008.00431,/abs/2005.13754,/abs/2006.13354
45,/abs/2006.00048,/abs/2006.00048,/abs/1907.10312,/abs/2004.04389,/abs/1904.09972,/abs/2109.11435,/abs/1411.1922,/abs/1711.04188,/abs/1505.06701,/abs/2105.09013,/abs/2109.07281
46,/abs/2211.00005,/abs/2101.01108,/abs/2211.00005,/abs/2202.06593,/abs/2301.10350,/abs/1804.06352,/abs/2102.02090,/abs/1912.08919,/abs/0811.3301,/abs/2111.13314,/abs/2002.04187
47,/abs/2211.00006,/abs/2211.00006,/abs/1607.00607,/abs/2103.16956,/abs/1703.03740,/abs/2303.13531,/abs/1507.05654,/abs/1907.12817,/abs/1909.06159,/abs/2201.07755,/abs/1212.6383
48,/abs/2211.00007,/abs/2008.01302,/abs/2008.11852,/abs/1710.05465,/abs/2007.09101,/abs/2001.11231,/abs/2208.00268,/abs/2306.11466,/abs/1909.12153,/abs/2301.13324,/abs/2109.08473
49,/abs/2211.00053,/abs/2211.00053,/abs/2303.17651,/abs/2207.14502,/abs/2205.00167,/abs/2206.02712,/abs/2305.11952,/abs/1911.03373,/abs/1706.01399,/abs/2302.12784,/abs/2310.00533
50,/abs/2211.00057,/abs/2309.13056,/abs/1610.06855,/abs/2008.13020,/abs/1701.06427,/abs/1905.09203,/abs/2309.05682,/abs/1902.00705,/abs/1102.2891,/abs/0912.3953,/abs/1711.00546
51,/abs/2210.00008,/abs/2210.00008,/abs/1904.05747,/abs/2111.14037,/abs/2310.11597,/abs/1810.08280,/abs/2005.11671,/abs/2306.09925,/abs/2302.11328,/abs/2011.05973,/abs/2205.13702
52,/abs/2007.00024,/abs/2007.00024,/abs/1712.09936,/abs/1405.2262,/abs/2007.00240,/abs/2303.05506,/abs/2103.06733,/abs/2104.06594,/abs/1805.06440,/abs/2211.06515,/abs/1811.07268
53,/abs/2007.00028,/abs/2007.00028,/abs/2103.09177,/abs/2206.13482,/abs/2305.09904,/abs/2106.04188,/abs/2102.08769,/abs/2103.12692,/abs/2110.13905,/abs/2106.10865,/abs/2306.09955
54,/abs/2007.00045,/abs/2007.00045,/abs/1909.08528,/abs/1811.05062,/abs/2304.10151,/abs/1906.04559,/abs/2003.00415,/abs/1906.09443,/abs/2010.07765,/abs/1508.02061,/abs/1301.6324
55,/abs/1903.00001,/abs/2008.02957,/abs/1903.00001,/abs/1902.07323,/abs/1912.05240,/abs/1612.00542,/abs/2101.09637,/abs/2308.01057,/abs/1808.08885,/abs/1807.00637,/abs/2306.10676
56,/abs/1903.00027,/abs/2003.14210,/abs/1903.00027,/abs/1912.12482,/abs/2111.02767,/abs/2310.00036,/abs/2309.16382,/abs/1810.09028,/abs/2006.13888,/abs/2006.00979,/abs/2208.00003
57,/abs/1903.00036,/abs/1903.00036,/abs/2107.03746,/abs/1705.08506,/abs/2205.00155,/abs/2006.12094,/abs/2004.03047,/abs/2110.06137,/abs/2310.04117,/abs/2310.09733,/abs/2310.09735
58,/abs/1903.00041,/abs/1903.00041,/abs/1707.07402,/abs/1808.08866,/abs/2004.05757,/abs/2109.13097,/abs/1811.08541,/abs/1811.00739,/abs/1812.10230,/abs/1907.01752,/abs/1910.00478
59,/abs/1903.00045,/abs/1903.00045,/abs/1811.09732,/abs/1902.05608,/abs/1908.11848,/abs/1805.07891,/abs/2004.03072,/abs/1812.00669,/abs/2108.06322,/abs/1812.10624,/abs/2102.09808
60,/abs/1903.00058,/abs/1806.00258,/abs/1612.06897,/abs/1808.00491,/abs/1910.10238,/abs/1906.00376,/abs/2004.14821,/abs/2107.01656,/abs/1909.08478,/abs/1610.05150,/abs/2004.02745
61,/abs/2205.00029,/abs/2205.00029,/abs/1911.02557,/abs/2310.00533,/abs/2204.07135,/abs/1901.05415,/abs/2208.08094,/abs/2310.18679,/abs/2010.11230,/abs/2308.03188,/abs/1804.05734
62,/abs/2201.00006,/abs/2201.00006,/abs/2006.06337,/abs/1705.02755,/abs/1904.08117,/abs/2210.00645,/abs/1901.00960,/abs/2109.14337,/abs/1707.01748,/abs/2211.12956,/abs/2104.10455
63,/abs/2201.00011,/abs/2006.07242,/abs/2102.02514,/abs/2111.14347,/abs/2306.14443,/abs/2010.10293,/abs/2203.06900,/abs/2008.06180,/abs/2301.00389,/abs/2110.09910,/abs/2002.01337
64,/abs/1907.00039,/abs/1907.00039,/abs/1907.04877,/abs/2103.06085,/abs/2103.13040,/abs/1907.00198,/abs/2006.02747,/abs/2208.03529,/abs/1910.11625,/abs/2305.09009,/abs/2304.01639
65,/abs/2003.00003,/abs/2003.00003,/abs/2005.03535,/abs/2309.01667,/abs/2005.14676,/abs/2011.09318,/abs/2211.04259,/abs/2102.10634,/abs/1910.09272,/abs/2308.15139,/abs/2102.04660
66,/abs/2003.00010,/abs/2205.12173,/abs/2003.00937,/abs/1908.08098,/abs/2307.07980,/abs/1708.08155,/abs/2108.06658,/abs/2304.13540,/abs/2307.14952,/abs/2302.01772,/abs/2208.11879
67,/abs/2003.00030,/abs/2003.00030,/abs/1810.07900,/abs/1906.10717,/abs/1909.04115,/abs/2007.07011,/abs/1301.3966,/abs/2210.04810,/abs/1512.04105,/abs/2310.05230,/abs/1809.05214
68,/abs/2003.00032,/abs/2003.00032,/abs/1808.10717,/abs/2311.08096,/abs/1411.2239,/abs/1011.2560,/abs/1711.03829,/abs/2003.12477,/abs/1907.07761,/abs/2111.05255,/abs/1908.09302
69,/abs/2003.00040,/abs/2003.00040,/abs/2306.01613,/abs/2105.10948,/abs/2302.13851,/abs/2107.01854,/abs/1811.00741,/abs/1911.03432,/abs/2003.00177,/abs/1906.02872,/abs/2012.01274
70,/abs/2003.00045,/abs/1907.04527,/abs/2003.00045,/abs/1905.03593,/abs/2007.14130,/abs/1908.11431,/abs/2303.09177,/abs/2307.06081,/abs/2103.13547,/abs/2205.01446,/abs/2205.13231
71,/abs/2003.00052,/abs/2003.00052,/abs/2202.07228,/abs/2006.05734,/abs/1712.06584,/abs/1908.06544,/abs/2304.09502,/abs/2012.09760,/abs/1904.10506,/abs/2208.10738,/abs/2308.02963
72,/abs/2003.00054,/abs/2003.00054,/abs/1308.0514,/abs/2205.11660,/abs/2003.04074,/abs/2104.11787,/abs/2303.16577,/abs/1910.05341,/abs/1506.04082,/abs/1307.0191,/abs/1911.01270
73,/abs/2003.00056,/abs/2003.00056,/abs/1210.4007,/abs/1507.04308,/abs/1810.05101,/abs/2110.02297,/abs/1401.6733,/abs/2202.00516,/abs/2103.02542,/abs/1501.01909,/abs/1407.2683
74,/abs/2011.00032,/abs/2011.00032,/abs/2212.14199,/abs/2007.11718,/abs/2211.11348,/abs/2303.02386,/abs/2309.01898,/abs/2311.08409,/abs/2208.07974,/abs/2103.13987,/abs/2207.00692
75,/abs/2011.00033,/abs/2011.00033,/abs/2307.03354,/abs/2307.01381,/abs/2310.14806,/abs/2307.01377,/abs/2204.05352,/abs/2204.08920,/abs/2106.06636,/abs/2310.14883,/abs/2211.05967
76,/abs/2011.00043,/abs/2011.00043,/abs/1801.07481,/abs/1402.5047,/abs/2111.02273,/abs/1904.09435,/abs/2003.00809,/abs/2007.15815,/abs/1607.02652,/abs/1703.03949,/abs/2210.10130
77,/abs/2010.00052,/abs/2010.00052,/abs/2005.11052,/abs/2211.01941,/abs/2210.02038,/abs/2010.07820,/abs/2208.04274,/abs/2209.07888,/abs/2210.00278,/abs/2209.10710,/abs/1904.11781
78,/abs/2010.00055,/abs/2010.00055,/abs/2002.09893,/abs/1807.04193,/abs/2305.16873,/abs/2105.08339,/abs/2109.06388,/abs/1709.09082,/abs/2205.06515,/abs/2301.10352,/abs/1210.2144
79,/abs/2010.00058,/abs/2107.07596,/abs/2202.13220,/abs/2109.05265,/abs/1606.08315,/abs/2010.00058,/abs/2108.04814,/abs/1901.09402,/abs/2005.14313,/abs/2003.06620,/abs/1903.06397
80,/abs/2002.00008,/abs/2002.00008,/abs/1301.2270,/abs/2011.06208,/abs/2105.04405,/abs/2308.11296,/abs/2011.01352,/abs/2302.03549,/abs/1904.03743,/abs/1709.09082,/abs/1705.02436
81,/abs/2002.00009,/abs/1812.05873,/abs/2012.12830,/abs/1302.1540,/abs/1205.2652,/abs/cs/0304040,/abs/1701.09000,/abs/2305.09508,/abs/2306.00420,/abs/1107.3430,/abs/1212.0582
82,/abs/2002.00027,/abs/2002.00027,/abs/2001.11846,/abs/1909.09227,/abs/2309.07716,/abs/2110.04176,/abs/1902.05478,/abs/2101.06166,/abs/2103.16584,/abs/2009.04083,/abs/2110.01185
83,/abs/1906.00025,/abs/1906.00025,/abs/2107.07682,/abs/1207.3772,/abs/2203.09174,/abs/1909.01757,/abs/2012.09631,/abs/1706.02645,/abs/1407.2657,/abs/2008.00078,/abs/1506.02348
84,/abs/1906.00029,/abs/1503.01967,/abs/2011.13638,/abs/1203.6339,/abs/2304.09572,/abs/1811.02964,/abs/1709.04729,/abs/0908.3999,/abs/cs/0105028,/abs/2104.05837,/abs/1105.4868
85,/abs/1906.00038,/abs/2304.11431,/abs/2310.15368,/abs/2205.14895,/abs/2011.07735,/abs/2203.06107,/abs/1811.10830,/abs/2203.05346,/abs/2108.02924,/abs/2306.02257,/abs/2207.11401
86,/abs/1906.00041,/abs/2306.12689,/abs/2211.10678,/abs/1812.06280,/abs/2003.11627,/abs/1404.5367,/abs/1610.09893,/abs/1607.07514,/abs/2106.08495,/abs/1803.03378,/abs/1706.02496
87,/abs/2202.00004,/abs/2202.00004,/abs/1904.02311,/abs/2106.13834,/abs/2203.13410,/abs/2105.09917,/abs/2102.08668,/abs/2012.07205,/abs/1505.04211,/abs/2201.03747,/abs/2206.09527
88,/abs/2202.00005,/abs/2208.08674,/abs/2001.07077,/abs/2204.06211,/abs/2303.05960,/abs/2207.10510,/abs/2012.06992,/abs/2107.13374,/abs/1803.07009,/abs/2009.00041,/abs/2005.04731
89,/abs/2202.00047,/abs/2202.00047,/abs/2308.13015,/abs/2107.00938,/abs/2301.03109,/abs/2308.07557,/abs/2306.17498,/abs/2208.03998,/abs/1801.01322,/abs/2306.14832,/abs/2103.03996
90,/abs/1904.00001,/abs/2109.00872,/abs/2211.09425,/abs/2012.07919,/abs/2102.07574,/abs/2106.05659,/abs/2306.15007,/abs/1801.07337,/abs/2104.04148,/abs/1908.04674,/abs/2110.10234
91,/abs/1904.00003,/abs/1904.00003,/abs/2111.01778,/abs/1912.01122,/abs/1611.08351,/abs/1605.02710,/abs/1604.07096,/abs/2103.15764,/abs/2211.10443,/abs/2311.09066,/abs/1903.04081
92,/abs/1904.00004,/abs/1904.00004,/abs/1508.06686,/abs/2101.00296,/abs/2006.13400,/abs/2002.12069,/abs/1710.07087,/abs/2206.08786,/abs/2202.00396,/abs/1811.06693,/abs/1902.01752
93,/abs/1904.00035,/abs/2007.08343,/abs/2007.08691,/abs/2011.13098,/abs/2306.11466,/abs/2209.02106,/abs/1807.00412,/abs/2303.11634,/abs/2008.11852,/abs/1704.02532,/abs/1809.03214
94,/abs/2012.00004,/abs/2005.09946,/abs/2012.00004,/abs/2005.06602,/abs/2008.03164,/abs/2010.09072,/abs/2007.11464,/abs/2005.07979,/abs/2010.00857,/abs/2005.00050,/abs/2310.10400
95,/abs/2012.00012,/abs/2012.00012,/abs/2306.05556,/abs/2212.03297,/abs/2202.09901,/abs/2307.14818,/abs/2311.08299,/abs/2103.13439,/abs/2211.16496,/abs/cs/0112005,/abs/2004.14257
96,/abs/2012.00050,/abs/2012.00050,/abs/2004.03244,/abs/2105.02038,/abs/2212.09356,/abs/2105.10397,/abs/1310.8494,/abs/2004.05518,/abs/2204.09504,/abs/1804.11040,/abs/1905.02871
97,/abs/2012.00052,/abs/2012.00052,/abs/2205.10192,/abs/1801.08991,/abs/2004.06190,/abs/2305.14806,/abs/2104.08392,/abs/2309.06009,/abs/2302.03815,/abs/2207.00939,/abs/2112.01660
98,/abs/2012.00053,/abs/2012.00053,/abs/2301.09544,/abs/2011.01153,/abs/2209.11422,/abs/1905.03662,/abs/2209.01258,/abs/2109.02744,/abs/2310.09892,/abs/2309.11695,/abs/2203.12652
99,/abs/2012.00056,/abs/2012.00056,/abs/2108.04026,/abs/1909.01953,/abs/2105.10075,/abs/1504.04596,/abs/1105.4255,/abs/1905.06589,/abs/2212.14464,/abs/1609.06568,/abs/2010.02882
100,/abs/2001.00003,/abs/2306.10770,/abs/2305.12102,/abs/2004.09928,/abs/1910.07212,/abs/1912.08275,/abs/1805.08402,/abs/1808.04469,/abs/2006.13120,/abs/1909.07464,/abs/2004.00053
101,/abs/2001.00004,/abs/2001.00004,/abs/1602.06708,/abs/1306.0771,/abs/2107.06216,/abs/2001.07061,/abs/1204.0897,/abs/1303.1912,/abs/1302.3946,/abs/2001.04698,/abs/1807.06820
102,/abs/2001.00006,/abs/1908.02138,/abs/2208.03789,/abs/1803.03059,/abs/2201.10556,/abs/2106.09012,/abs/1503.07017,/abs/1902.06744,/abs/2202.10122,/abs/1907.05181,/abs/2305.01124
103,/abs/2001.00046,/abs/1908.11413,/abs/1708.07471,/abs/2309.10310,/abs/1707.05594,/abs/2211.11338,/abs/1903.09973,/abs/2210.06267,/abs/1807.02513,/abs/2206.03832,/abs/2209.14808
104,/abs/2001.00048,/abs/2001.00048,/abs/2301.06422,/abs/2212.01691,/abs/1901.08567,/abs/2303.07430,/abs/2106.09307,/abs/2309.15492,/abs/2004.08364,/abs/2206.06537,/abs/2211.04886
105,/abs/2001.00051,/abs/2111.06334,/abs/1704.05146,/abs/1706.00569,/abs/1701.03639,/abs/1308.0683,/abs/2211.16506,/abs/1406.2392,/abs/1705.02750,/abs/2002.01846,/abs/2006.01439
106,/abs/1905.00006,/abs/2003.11315,/abs/1905.08997,/abs/1910.05549,/abs/1905.00006,/abs/2208.06579,/abs/2004.08665,/abs/2002.09274,/abs/1903.07868,/abs/2105.12056,/abs/2004.06305
107,/abs/1905.00007,/abs/2206.14314,/abs/1811.09928,/abs/2309.02186,/abs/2001.01259,/abs/2208.00561,/abs/2212.07378,/abs/2102.11263,/abs/2104.11931,/abs/2212.05321,/abs/2007.09077
108,/abs/1905.00011,/abs/1905.00011,/abs/2308.11965,/abs/2209.12505,/abs/2306.13080,/abs/1906.03840,/abs/2005.01008,/abs/2007.07517,/abs/2003.12273,/abs/1808.03434,/abs/0707.2886
109,/abs/1905.00044,/abs/1905.00044,/abs/2301.07007,/abs/2010.05127,/abs/2202.06292,/abs/1811.05022,/abs/1710.06957,/abs/1211.5729,/abs/1709.10455,/abs/1507.01265,/abs/2007.07515
110,/abs/1905.00052,/abs/1905.00052,/abs/2105.14599,/abs/1908.11322,/abs/2006.02282,/abs/1708.04479,/abs/2310.03481,/abs/1712.10110,/abs/1606.08963,/abs/2010.14570,/abs/1905.01386
111,/abs/1905.00055,/abs/1905.00055,/abs/2204.01815,/abs/2307.08857,/abs/1808.07089,/abs/1501.03577,/abs/2206.13355,/abs/2205.05070,/abs/0709.2562,/abs/2210.07816,/abs/2307.12034
112,/abs/1905.00060,/abs/1905.00060,/abs/2303.11678,/abs/1611.08527,/abs/1912.00142,/abs/1606.01100,/abs/2103.06205,/abs/1806.00111,/abs/2007.11361,/abs/2107.03212,/abs/2205.10355
113,/abs/2203.00006,/abs/1802.08395,/abs/1904.03670,/abs/2203.00006,/abs/2206.12774,/abs/2305.18096,/abs/1904.01825,/abs/2008.06173,/abs/2106.15919,/abs/2007.01836,/abs/2011.04884
114,/abs/2203.00007,/abs/2203.00007,/abs/2210.13965,/abs/2107.13226,/abs/2210.09043,/abs/2202.06727,/abs/1706.06279,/abs/2101.00752,/abs/2002.09693,/abs/1905.05614,/abs/2208.06947
115,/abs/2203.00035,/abs/2301.06889,/abs/2203.00035,/abs/2109.04024,/abs/2209.07437,/abs/2002.04131,/abs/2209.04808,/abs/2106.13755,/abs/2307.06175,/abs/2304.01547,/abs/1912.03821
116,/abs/2203.00043,/abs/2203.00043,/abs/2004.03921,/abs/1910.04250,/abs/2101.08395,/abs/1209.5779,/abs/1804.06384,/abs/1803.08711,/abs/2010.11746,/abs/2201.10336,/abs/1903.11237
117,/abs/2106.00001,/abs/2303.01256,/abs/2106.00001,/abs/2207.00160,/abs/2310.15454,/abs/1901.09281,/abs/1805.10341,/abs/2203.02073,/abs/2310.06771,/abs/1901.07986,/abs/2106.02162
118,/abs/2106.00010,/abs/2106.00010,/abs/2205.10401,/abs/2210.16791,/abs/2106.07577,/abs/2107.09298,/abs/2103.02552,/abs/2109.09686,/abs/2105.14666,/abs/2005.09237,/abs/2208.11308
119,/abs/2106.00011,/abs/2105.14731,/abs/2106.00011,/abs/2205.07518,/abs/2208.05282,/abs/2202.09256,/abs/2207.11822,/abs/2012.03213,/abs/2206.11328,/abs/2101.06617,/abs/2207.11820
120,/abs/2106.00012,/abs/2106.00012,/abs/2011.05804,/abs/2203.12330,/abs/2306.11484,/abs/2206.06563,/abs/2101.07752,/abs/1811.04049,/abs/2011.14688,/abs/2302.09826,/abs/1812.09245
121,/abs/2106.00026,/abs/2106.00026,/abs/2204.02317,/abs/2310.05273,/abs/1807.10261,/abs/2110.10721,/abs/2106.04781,/abs/1906.07906,/abs/2306.06743,/abs/2006.01509,/abs/1801.06637
122,/abs/2304.00004,/abs/2103.13694,/abs/cs/0412036,/abs/2106.12831,/abs/1110.4500,/abs/2005.00158,/abs/1206.0570,/abs/2306.10300,/abs/1401.5850,/abs/1012.1658,/abs/1305.7058
123,/abs/2304.00009,/abs/2006.00587,/abs/2306.02430,/abs/2102.07936,/abs/2302.05593,/abs/1905.05408,/abs/2304.00009,/abs/2105.15013,/abs/2302.02180,/abs/2202.10134,/abs/2311.00356
