,query_article_link,top1,top2,top3,top4,top5,top6,top7,top8,top9,top10
10,/abs/2005.00038,/abs/2005.00038,/abs/2010.08191,/abs/2004.04906,/abs/2112.07708,/abs/2002.12591,/abs/2101.00408,/abs/2110.15439,/abs/2104.10129,/abs/2109.08535,/abs/2005.02507
11,/abs/2005.00042,/abs/2005.00042,/abs/1706.05985,/abs/1303.2826,/abs/1608.00329,/abs/cs/0007018,/abs/1707.04596,/abs/1309.0326,/abs/2006.11548,/abs/2304.03022,/abs/1402.6516
12,/abs/2005.00043,/abs/2005.00043,/abs/1710.11442,/abs/2004.08471,/abs/2103.04226,/abs/1909.02923,/abs/2106.06272,/abs/2108.04121,/abs/2105.12911,/abs/1902.04064,/abs/2006.05304
13,/abs/2005.00044,/abs/2005.00044,/abs/1504.00229,/abs/2104.12425,/abs/1705.09701,/abs/1506.07566,/abs/1807.09313,/abs/1812.04122,/abs/2307.16693,/abs/1001.3720,/abs/1210.5975
14,/abs/2005.00048,/abs/2005.00048,/abs/2307.06962,/abs/2203.10256,/abs/1604.02038,/abs/1602.06291,/abs/1512.06612,/abs/1506.01057,/abs/1606.00776,/abs/1706.00139,/abs/2210.13304
15,/abs/2005.00050,/abs/2005.00050,/abs/2011.07247,/abs/2005.06602,/abs/2103.07259,/abs/2010.00857,/abs/2005.09946,/abs/2309.02403,/abs/2001.06629,/abs/2010.03481,/abs/2001.07786
16,/abs/2005.00051,/abs/2005.00051,/abs/2212.09303,/abs/2205.10077,/abs/2212.10402,/abs/2310.01729,/abs/2211.05552,/abs/2311.07106,/abs/2102.01412,/abs/1902.10832,/abs/2308.07793
17,/abs/2212.00004,/abs/2212.00004,/abs/2308.00801,/abs/1405.6627,/abs/2209.03570,/abs/1811.10399,/abs/1709.09875,/abs/1911.08739,/abs/1901.03329,/abs/2303.07451,/abs/2311.03395
18,/abs/2212.00006,/abs/2212.00006,/abs/2302.04166,/abs/2008.12009,/abs/2010.13588,/abs/2209.07518,/abs/2108.00946,/abs/1801.07736,/abs/2008.03082,/abs/2310.11440,/abs/2204.00862
19,/abs/2212.00009,/abs/2212.00009,/abs/2204.04164,/abs/1903.03993,/abs/2301.12829,/abs/2207.12054,/abs/2208.03235,/abs/2308.12211,/abs/2206.10009,/abs/2308.14475,/abs/2211.00006
20,/abs/2212.00013,/abs/2212.00013,/abs/2303.00460,/abs/1903.02074,/abs/2303.14693,/abs/1907.04514,/abs/2009.04777,/abs/2104.04004,/abs/2112.11532,/abs/2103.10686,/abs/1811.02696
21,/abs/2004.00006,/abs/2004.00006,/abs/1906.03799,/abs/2106.15280,/abs/2305.04374,/abs/1910.08812,/abs/2301.06184,/abs/2202.06300,/abs/2108.07903,/abs/1704.00090,/abs/1904.01175
22,/abs/2004.00010,/abs/2004.00010,/abs/2007.09374,/abs/1407.0116,/abs/2207.10635,/abs/2211.17230,/abs/1202.3399,/abs/1306.2691,/abs/1904.12773,/abs/2305.02816,/abs/1410.0265
23,/abs/2004.00033,/abs/2004.00033,/abs/1805.09016,/abs/2103.13275,/abs/2205.10517,/abs/1606.09403,/abs/2006.04597,/abs/1307.1662,/abs/1903.09878,/abs/2009.02780,/abs/2006.06202
24,/abs/2004.00034,/abs/2004.00034,/abs/2012.08849,/abs/2004.01532,/abs/2001.05780,/abs/2306.09690,/abs/1910.01586,/abs/2302.05172,/abs/1211.4500,/abs/2111.04461,/abs/2004.12642
25,/abs/2004.00048,/abs/2004.00048,/abs/2306.10225,/abs/2306.09961,/abs/1509.05646,/abs/2110.10320,/abs/2011.05277,/abs/1906.08854,/abs/2306.11761,/abs/2302.09334,/abs/2012.11692
26,/abs/2004.00049,/abs/2004.00049,/abs/2309.13956,/abs/2107.06050,/abs/2108.08998,/abs/2205.06304,/abs/2203.11105,/abs/2211.12123,/abs/2104.02699,/abs/2307.16151,/abs/2112.00719
27,/abs/2004.00050,/abs/2004.00050,/abs/2101.11978,/abs/2109.06050,/abs/1805.11868,/abs/2305.13047,/abs/2006.03644,/abs/2005.00388,/abs/1706.06894,/abs/1606.05694,/abs/1605.01655
28,/abs/2004.00053,/abs/2004.00053,/abs/2106.11384,/abs/2109.06536,/abs/2305.03010,/abs/2211.02878,/abs/2103.15543,/abs/2001.04935,/abs/2108.12318,/abs/1904.12052,/abs/2310.06816
29,/abs/2206.00007,/abs/2206.00007,/abs/2108.06228,/abs/2001.04030,/abs/2306.07292,/abs/2010.15561,/abs/2009.01989,/abs/2210.04505,/abs/2303.14453,/abs/2106.15802,/abs/2011.03208
30,/abs/2206.00026,/abs/2206.00026,/abs/2206.03635,/abs/2010.15222,/abs/1407.7722,/abs/1610.00782,/abs/1410.3560,/abs/2211.12421,/abs/1906.10686,/abs/1801.05852,/abs/2008.00151
31,/abs/2206.00047,/abs/2206.00047,/abs/2004.01377,/abs/2301.07845,/abs/2305.15644,/abs/2205.13913,/abs/2202.08045,/abs/2012.02684,/abs/1911.10600,/abs/1710.03463,/abs/2112.12329
32,/abs/2206.00048,/abs/2206.00048,/abs/2111.12583,/abs/2004.14367,/abs/2110.04292,/abs/2111.03186,/abs/2112.05219,/abs/2212.01455,/abs/2007.06600,/abs/2203.11105,/abs/2112.02236
33,/abs/2204.00003,/abs/2204.00003,/abs/2309.03640,/abs/2208.08190,/abs/2003.14109,/abs/2007.11876,/abs/2104.09333,/abs/1912.05445,/abs/2311.05237,/abs/2311.06892,/abs/1902.07304
34,/abs/2204.00032,/abs/2204.00032,/abs/2006.07267,/abs/2009.00395,/abs/2303.03648,/abs/1709.01604,/abs/2103.07101,/abs/2205.09986,/abs/2309.05610,/abs/2303.03446,/abs/2005.02205
35,/abs/1902.00006,/abs/1902.00006,/abs/1802.00682,/abs/1902.06787,/abs/2104.13299,/abs/1906.01431,/abs/1806.07538,/abs/1910.13503,/abs/1907.06831,/abs/2202.04092,/abs/2211.05667
36,/abs/1902.00009,/abs/1902.00009,/abs/1902.00009,/abs/1707.07140,/abs/1707.00489,/abs/1812.11396,/abs/2212.02604,/abs/1703.07307,/abs/1301.4524,/abs/1811.04630,/abs/2107.08286
37,/abs/1902.00014,/abs/1902.00014,/abs/1604.04164,/abs/1804.07805,/abs/1401.5853,/abs/1611.02453,/abs/1401.5850,/abs/2011.09836,/abs/2011.09314,/abs/1406.4110,/abs/1504.05150
38,/abs/1902.00031,/abs/1902.00031,/abs/1906.08990,/abs/2212.13074,/abs/2210.03768,/abs/1804.00401,/abs/2101.04226,/abs/1901.08259,/abs/2011.04151,/abs/2009.12414,/abs/1909.01822
39,/abs/1902.00033,/abs/1902.00033,/abs/1511.06208,/abs/2307.09816,/abs/2305.19043,/abs/2307.01077,/abs/2008.03440,/abs/2310.07216,/abs/2007.07142,/abs/1608.03628,/abs/2305.15586
40,/abs/1902.00038,/abs/1902.00038,/abs/1705.06676,/abs/1606.01847,/abs/1708.01471,/abs/1610.04325,/abs/1909.11874,/abs/1911.03977,/abs/1805.07932,/abs/1706.06706,/abs/2306.14182
41,/abs/2006.00031,/abs/2006.00031,/abs/2206.11815,/abs/2107.05132,/abs/2003.10555,/abs/2205.06603,/abs/2204.04163,/abs/2004.01970,/abs/2211.04898,/abs/2203.07860,/abs/2010.01739
42,/abs/2006.00037,/abs/2006.00037,/abs/2203.10113,/abs/2003.05016,/abs/2103.11625,/abs/2209.09294,/abs/2311.02558,/abs/2307.13163,/abs/1703.04211,/abs/1901.07813,/abs/2308.02698
43,/abs/2006.00044,/abs/2006.00044,/abs/2105.10668,/abs/2108.09931,/abs/1610.01953,/abs/2106.01850,/abs/2006.04806,/abs/2005.13738,/abs/1903.03760,/abs/1908.04133,/abs/2009.02626
44,/abs/2006.00046,/abs/2006.00046,/abs/2006.13362,/abs/2012.04770,/abs/2101.09075,/abs/2005.05625,/abs/2005.13754,/abs/2008.00431,/abs/2005.10187,/abs/2106.02777,/abs/2006.09099
45,/abs/2006.00048,/abs/2006.00048,/abs/1904.09972,/abs/1904.04750,/abs/2109.11435,/abs/1411.1922,/abs/1904.02444,/abs/2212.07218,/abs/1812.10280,/abs/1904.02460,/abs/2109.07281
46,/abs/2211.00005,/abs/2211.00005,/abs/1206.4116,/abs/2105.05217,/abs/1610.05083,/abs/1906.05947,/abs/2106.11911,/abs/2304.06841,/abs/1703.01141,/abs/1406.0288,/abs/2210.16820
47,/abs/2211.00006,/abs/2211.00006,/abs/1903.03993,/abs/2301.12829,/abs/2208.03235,/abs/2105.06016,/abs/1606.06066,/abs/1704.03520,/abs/2204.00547,/abs/2209.09725,/abs/2207.12764
48,/abs/2211.00007,/abs/2211.00007,/abs/2209.12265,/abs/2208.00358,/abs/2210.17386,/abs/2305.09832,/abs/2209.12749,/abs/1712.04135,/abs/1908.03447,/abs/1908.04685,/abs/2110.07734
49,/abs/2211.00053,/abs/2211.00053,/abs/2306.05426,/abs/2311.04921,/abs/2305.15065,/abs/1511.06732,/abs/2311.07430,/abs/2302.03896,/abs/2212.10466,/abs/1905.11006,/abs/1607.07086
50,/abs/2211.00057,/abs/2211.00057,/abs/2107.01662,/abs/1604.03647,/abs/2003.10998,/abs/2202.11435,/abs/2010.05640,/abs/2011.14386,/abs/2008.05531,/abs/2005.10082,/abs/2001.11021
51,/abs/2210.00008,/abs/2210.00008,/abs/1810.08280,/abs/2111.14037,/abs/1812.08108,/abs/2011.05973,/abs/1803.04173,/abs/2108.13373,/abs/2301.12680,/abs/2210.15429,/abs/2112.01724
52,/abs/2007.00024,/abs/2007.00024,/abs/2202.07052,/abs/1911.09445,/abs/1905.05929,/abs/2306.01154,/abs/2001.01275,/abs/1611.05927,/abs/1709.06079,/abs/2004.00917,/abs/2203.10736
53,/abs/2007.00028,/abs/2007.00028,/abs/2202.13441,/abs/2303.01135,/abs/1806.01796,/abs/2110.13905,/abs/1906.04540,/abs/2006.11226,/abs/2106.10865,/abs/2303.10758,/abs/2105.03879
54,/abs/2007.00045,/abs/2007.00045,/abs/1809.06846,/abs/1612.02310,/abs/1906.04559,/abs/1803.01562,/abs/1007.0085,/abs/1812.02934,/abs/1709.05867,/abs/1911.10674,/abs/1309.7750
55,/abs/1903.00001,/abs/1903.00001,/abs/2008.02957,/abs/1808.10646,/abs/1808.08885,/abs/1710.09288,/abs/2012.14690,/abs/1806.01313,/abs/2203.03618,/abs/1612.05970,/abs/1708.09427
56,/abs/1903.00027,/abs/1903.00027,/abs/1912.03905,/abs/2003.14210,/abs/1812.06110,/abs/2011.07537,/abs/1604.06778,/abs/2107.14171,/abs/2310.00036,/abs/2006.00979,/abs/2102.02915
57,/abs/1903.00036,/abs/1903.00036,/abs/1710.06548,/abs/2010.07451,/abs/1605.03036,/abs/2209.13739,/abs/2002.06888,/abs/1808.10799,/abs/2108.03661,/abs/2107.11836,/abs/1910.10633
58,/abs/1903.00041,/abs/1903.00041,/abs/2004.05757,/abs/1808.08866,/abs/2203.13867,/abs/2103.11088,/abs/2011.14608,/abs/1805.00178,/abs/1805.10338,/abs/2005.04816,/abs/2005.01483
59,/abs/1903.00045,/abs/1903.00045,/abs/2004.03072,/abs/1901.02244,/abs/2208.14228,/abs/1711.05979,/abs/2112.10065,/abs/2202.07896,/abs/1812.10624,/abs/2111.10672,/abs/1909.11985
60,/abs/1903.00058,/abs/1903.00058,/abs/2105.11269,/abs/2305.13034,/abs/1612.06897,/abs/2204.12608,/abs/1804.02559,/abs/2305.16599,/abs/2109.09991,/abs/2104.06951,/abs/2212.08822
61,/abs/2205.00029,/abs/2205.00029,/abs/1911.02557,/abs/2006.05009,/abs/2306.01855,/abs/2310.09716,/abs/2305.14449,/abs/2011.04748,/abs/2102.04708,/abs/2002.05607,/abs/2012.11468
62,/abs/2201.00006,/abs/2201.00006,/abs/2211.01025,/abs/2112.02336,/abs/1905.04722,/abs/2112.10107,/abs/1905.04716,/abs/1905.07698,/abs/2303.10828,/abs/2010.05772,/abs/1901.00960
63,/abs/2201.00011,/abs/2201.00011,/abs/2303.06155,/abs/2108.13323,/abs/2302.10757,/abs/2209.14520,/abs/2306.14443,/abs/2008.06180,/abs/2207.08181,/abs/2110.09910,/abs/2207.11447
64,/abs/1907.00039,/abs/1907.00039,/abs/1907.04877,/abs/1907.00198,/abs/2204.12906,/abs/2207.02767,/abs/2109.00862,/abs/2301.02711,/abs/2309.05785,/abs/2104.12641,/abs/2106.02405
65,/abs/2003.00003,/abs/2003.00003,/abs/2006.12143,/abs/2003.12470,/abs/2004.00333,/abs/1909.06890,/abs/2006.01418,/abs/1605.07524,/abs/2006.08513,/abs/2002.06564,/abs/2107.12912
66,/abs/2003.00010,/abs/2003.00010,/abs/2205.12173,/abs/2210.00665,/abs/1805.09682,/abs/1802.10116,/abs/2003.00937,/abs/2207.07941,/abs/1802.07927,/abs/1802.07927,/abs/2309.01779
67,/abs/2003.00030,/abs/2003.00030,/abs/1907.02057,/abs/2301.08502,/abs/2102.13651,/abs/2104.08543,/abs/2303.00694,/abs/2006.16712,/abs/2209.05530,/abs/1906.08253,/abs/2103.12999
68,/abs/2003.00032,/abs/2003.00032,/abs/1808.10717,/abs/2008.06453,/abs/2009.00391,/abs/2207.05678,/abs/1907.07761,/abs/1702.02282,/abs/1806.02621,/abs/2301.12852,/abs/1711.03842
69,/abs/2003.00040,/abs/2003.00040,/abs/2306.01613,/abs/2105.10948,/abs/2006.16469,/abs/2307.01073,/abs/1905.12121,/abs/1811.00741,/abs/1804.00308,/abs/2003.12020,/abs/2205.01992
70,/abs/2003.00045,/abs/2003.00045,/abs/1907.04527,/abs/2103.11013,/abs/1905.03593,/abs/2106.01885,/abs/1905.06782,/abs/1911.09484,/abs/2011.03423,/abs/2303.04293,/abs/2106.15611
71,/abs/2003.00052,/abs/2003.00052,/abs/2106.06313,/abs/2108.12384,/abs/1908.06544,/abs/1905.03244,/abs/2205.12583,/abs/2203.01923,/abs/2104.00272,/abs/2008.09047,/abs/2301.13403
72,/abs/2003.00054,/abs/2003.00054,/abs/1308.0514,/abs/2204.06670,/abs/2205.11660,/abs/2104.11787,/abs/2105.06494,/abs/1911.01270,/abs/2012.08105,/abs/2004.13495,/abs/2003.04074
73,/abs/2003.00056,/abs/2003.00056,/abs/1909.12467,/abs/1606.01543,/abs/0805.4606,/abs/1406.2426,/abs/2202.00516,/abs/1507.04308,/abs/1604.03454,/abs/1708.06810,/abs/1507.00787
74,/abs/2011.00032,/abs/2011.00032,/abs/2105.05998,/abs/2207.10465,/abs/2208.08373,/abs/1708.01866,/abs/1710.04029,/abs/2010.12326,/abs/2109.14862,/abs/1905.06144,/abs/1909.13842
75,/abs/2011.00033,/abs/2011.00033,/abs/2307.01377,/abs/2204.05352,/abs/2109.04574,/abs/2008.05750,/abs/2101.09149,/abs/2002.02562,/abs/2307.01381,/abs/2005.11861,/abs/2107.00279
76,/abs/2011.00043,/abs/2011.00043,/abs/2003.00809,/abs/1801.07481,/abs/1808.09568,/abs/2310.16640,/abs/1811.08592,/abs/2206.04399,/abs/2003.13401,/abs/2105.07484,/abs/2309.06745
77,/abs/2010.00052,/abs/2010.00052,/abs/2309.09879,/abs/2010.07820,/abs/1806.05620,/abs/2011.06259,/abs/2303.02272,/abs/2210.00278,/abs/1902.09193,/abs/2109.07339,/abs/2101.06563
78,/abs/2010.00055,/abs/2010.00055,/abs/2301.10352,/abs/1501.07627,/abs/1903.12354,/abs/1707.01429,/abs/2009.06734,/abs/2106.05268,/abs/2305.16873,/abs/2111.06077,/abs/2202.04805
79,/abs/2010.00058,/abs/2010.00058,/abs/2107.07596,/abs/2106.02778,/abs/2202.13220,/abs/2012.09667,/abs/2304.10410,/abs/2010.03320,/abs/1908.01238,/abs/2211.02432,/abs/2103.03977
80,/abs/2002.00008,/abs/2002.00008,/abs/1709.09082,/abs/1604.01433,/abs/1710.09275,/abs/2208.10136,/abs/1710.10796,/abs/2011.01352,/abs/1701.07237,/abs/1610.09407,/abs/1711.05102
81,/abs/2002.00009,/abs/2002.00009,/abs/1609.07895,/abs/1502.01257,/abs/2007.01733,/abs/1209.3422,/abs/2001.11906,/abs/1406.2110,/abs/1402.4327,/abs/1805.11988,/abs/1502.00145
82,/abs/2002.00027,/abs/2002.00027,/abs/1909.09227,/abs/2001.11846,/abs/1902.05478,/abs/2202.04557,/abs/2309.07716,/abs/2107.06446,/abs/2212.01196,/abs/1105.0332,/abs/2008.06996
83,/abs/1906.00025,/abs/1906.00025,/abs/2107.14263,/abs/1907.06347,/abs/1805.06660,/abs/1909.03585,/abs/2301.11856,/abs/2110.15784,/abs/2104.08312,/abs/2302.14567,/abs/2104.11843
84,/abs/1906.00029,/abs/1906.00029,/abs/2310.12706,/abs/1512.05814,/abs/1505.05090,/abs/2009.03062,/abs/2008.12823,/abs/2101.10374,/abs/1511.08324,/abs/1310.1137,/abs/2002.01513
85,/abs/1906.00038,/abs/1906.00038,/abs/2301.07150,/abs/2007.07268,/abs/1811.06966,/abs/2311.08957,/abs/2306.09922,/abs/2010.12639,/abs/2203.06671,/abs/1810.00912,/abs/2111.11099
86,/abs/1906.00041,/abs/1906.00041,/abs/2310.07736,/abs/2005.09207,/abs/2105.02584,/abs/2008.10856,/abs/2203.14278,/abs/2205.09843,/abs/2310.09263,/abs/2201.09745,/abs/1706.02427
87,/abs/2202.00004,/abs/2202.00004,/abs/1905.10457,/abs/1903.10810,/abs/1912.02302,/abs/1304.7045,/abs/2106.13834,/abs/2102.03865,/abs/2212.11706,/abs/1905.02199,/abs/2109.00125
88,/abs/2202.00005,/abs/2202.00005,/abs/2212.01298,/abs/2201.10500,/abs/1812.03639,/abs/2308.15674,/abs/2112.05477,/abs/2110.14911,/abs/2105.15035,/abs/1903.01550,/abs/2310.12914
89,/abs/2202.00047,/abs/2202.00047,/abs/2308.13015,/abs/2308.04703,/abs/2205.09858,/abs/2103.03996,/abs/2308.07557,/abs/2209.02529,/abs/2010.09975,/abs/2206.12118,/abs/2009.05233
90,/abs/1904.00001,/abs/1904.00001,/abs/1812.03057,/abs/2107.12045,/abs/1910.05112,/abs/2102.01564,/abs/2105.00687,/abs/1709.02435,/abs/2204.07874,/abs/2106.04823,/abs/1912.09630
91,/abs/1904.00003,/abs/1904.00003,/abs/2102.11235,/abs/2111.01778,/abs/1903.04081,/abs/1912.01122,/abs/2211.10443,/abs/1604.07096,/abs/1712.00507,/abs/1805.05509,/abs/2001.10285
92,/abs/1904.00004,/abs/1904.00004,/abs/1804.01498,/abs/2205.15657,/abs/1706.02271,/abs/1305.1734,/abs/1710.07087,/abs/2001.08686,/abs/1911.12039,/abs/1909.07144,/abs/2002.12069
93,/abs/1904.00035,/abs/1904.00035,/abs/1910.12905,/abs/2105.06517,/abs/1803.09200,/abs/2201.08116,/abs/2110.05556,/abs/1612.04340,/abs/2008.11852,/abs/1910.04803,/abs/1712.04363
94,/abs/2012.00004,/abs/2012.00004,/abs/2011.14678,/abs/2007.11464,/abs/2005.07979,/abs/2310.10400,/abs/2005.09946,/abs/2005.06602,/abs/1801.09872,/abs/2308.12131,/abs/2001.07786
95,/abs/2012.00012,/abs/2012.00012,/abs/2211.16496,/abs/2310.10707,/abs/1908.09940,/abs/2110.15871,/abs/2204.02546,/abs/2112.01822,/abs/2103.12777,/abs/1912.00342,/abs/2202.09901
96,/abs/2012.00050,/abs/2012.00050,/abs/2212.09356,/abs/2004.03244,/abs/2005.04750,/abs/1905.02871,/abs/2010.04406,/abs/1804.11040,/abs/2004.05518,/abs/2204.09504,/abs/1703.07725
97,/abs/2012.00052,/abs/2012.00052,/abs/1909.08089,/abs/2205.12486,/abs/2206.00847,/abs/2207.00939,/abs/1706.03946,/abs/2004.06190,/abs/2201.08495,/abs/1804.08875,/abs/1908.11723
98,/abs/2012.00053,/abs/2012.00053,/abs/2004.08672,/abs/1802.05835,/abs/1608.04996,/abs/1912.06754,/abs/1601.07279,/abs/1912.06787,/abs/1602.04875,/abs/2310.10502,/abs/2103.10642
99,/abs/2012.00056,/abs/2012.00056,/abs/2202.13506,/abs/2302.12372,/abs/2004.06438,/abs/1907.12375,/abs/2210.15459,/abs/1902.10374,/abs/2111.00926,/abs/2106.12700,/abs/1907.08686
100,/abs/2001.00003,/abs/2001.00003,/abs/2109.03137,/abs/2205.03559,/abs/2109.07230,/abs/1507.05523,/abs/1909.07940,/abs/1709.03933,/abs/1504.05319,/abs/2007.10055,/abs/1908.01819
101,/abs/2001.00004,/abs/2001.00004,/abs/1309.5697,/abs/1302.3946,/abs/1204.0897,/abs/1403.0486,/abs/1303.1912,/abs/2006.00386,/abs/1602.06708,/abs/1506.05721,/abs/2201.05113
102,/abs/2001.00006,/abs/2001.00006,/abs/1905.04994,/abs/2305.15239,/abs/2008.07321,/abs/1411.1373,/abs/2111.07545,/abs/1910.04527,/abs/2006.04734,/abs/2310.08295,/abs/2008.07371
103,/abs/2001.00046,/abs/2001.00046,/abs/1905.07311,/abs/0711.2023,/abs/2308.01768,/abs/1908.11413,/abs/2301.05937,/abs/1609.04541,/abs/1307.0805,/abs/1908.02721,/abs/1705.01576
104,/abs/2001.00048,/abs/2001.00048,/abs/2301.06422,/abs/2106.09307,/abs/2307.08682,/abs/2211.04886,/abs/2103.10030,/abs/2202.03148,/abs/2211.07022,/abs/1804.04347,/abs/2208.03535
105,/abs/2001.00051,/abs/2001.00051,/abs/1509.04219,/abs/1209.2495,/abs/2001.10380,/abs/2112.03005,/abs/2007.10604,/abs/1602.07563,/abs/1912.01973,/abs/1507.00955,/abs/1311.1194
106,/abs/1905.00006,/abs/1905.00006,/abs/1903.07868,/abs/2004.06305,/abs/2006.11486,/abs/1912.10193,/abs/2004.12032,/abs/2310.04416,/abs/2004.06271,/abs/1905.08997,/abs/2001.03872
107,/abs/1905.00007,/abs/1905.00007,/abs/1801.00055,/abs/1712.02225,/abs/1904.03349,/abs/2103.11622,/abs/1705.09368,/abs/2301.00725,/abs/2105.00930,/abs/2302.09119,/abs/1810.08534
108,/abs/1905.00011,/abs/1905.00011,/abs/2308.11965,/abs/2005.01008,/abs/2309.03243,/abs/2309.12359,/abs/2003.12273,/abs/2311.09657,/abs/2105.12078,/abs/2206.06874,/abs/2103.14522
109,/abs/1905.00044,/abs/1905.00044,/abs/1811.05022,/abs/2011.00817,/abs/2202.06292,/abs/1709.10455,/abs/2111.07244,/abs/2211.10398,/abs/2301.07007,/abs/2010.05127,/abs/1202.4072
110,/abs/1905.00052,/abs/1905.00052,/abs/1905.01386,/abs/1909.04031,/abs/1909.02065,/abs/2310.03481,/abs/1708.04479,/abs/2109.04713,/abs/1908.11322,/abs/1903.04263,/abs/2005.08936
111,/abs/1905.00055,/abs/1905.00055,/abs/1806.07678,/abs/1711.01647,/abs/2303.11172,/abs/1703.01049,/abs/1301.2309,/abs/1209.0911,/abs/1809.02052,/abs/1212.0763,/abs/1904.12643
112,/abs/1905.00060,/abs/1905.00060,/abs/1702.06461,/abs/1705.00366,/abs/2205.11563,/abs/1903.10830,/abs/2303.11678,/abs/2012.01975,/abs/2110.02277,/abs/1906.06798,/abs/1610.09032
113,/abs/2203.00006,/abs/2203.00006,/abs/1904.03670,/abs/2010.13826,/abs/2011.06195,/abs/2207.06670,/abs/2112.07648,/abs/2009.14386,/abs/2104.05752,/abs/2212.10525,/abs/2211.14320
114,/abs/2203.00007,/abs/2203.00007,/abs/2107.13226,/abs/2109.00924,/abs/1909.02902,/abs/2202.06727,/abs/2101.11174,/abs/2210.09043,/abs/2104.05163,/abs/2001.04889,/abs/2111.07513
115,/abs/2203.00035,/abs/2203.00035,/abs/2209.07437,/abs/2301.06889,/abs/2006.11917,/abs/2109.04024,/abs/1910.04295,/abs/1912.06875,/abs/2303.10665,/abs/2104.14900,/abs/2107.04050
116,/abs/2203.00043,/abs/2203.00043,/abs/2004.09131,/abs/1209.5779,/abs/1601.04321,/abs/1803.08754,/abs/1811.05397,/abs/2010.04545,/abs/1704.03647,/abs/1504.00057,/abs/1910.09034
117,/abs/2106.00001,/abs/2106.00001,/abs/1407.1571,/abs/2205.13709,/abs/1207.2812,/abs/2305.17148,/abs/1709.00054,/abs/1409.5414,/abs/2309.01243,/abs/2110.11876,/abs/2303.03451
118,/abs/2106.00010,/abs/2106.00010,/abs/2105.14666,/abs/2205.10401,/abs/2111.04904,/abs/2103.02552,/abs/2103.17189,/abs/2107.09298,/abs/2211.00589,/abs/2210.16791,/abs/2205.04276
119,/abs/2106.00011,/abs/2106.00011,/abs/2105.14731,/abs/2208.05282,/abs/2205.07518,/abs/2206.11328,/abs/2202.12833,/abs/2211.03088,/abs/2207.11822,/abs/2309.07265,/abs/2207.14766
120,/abs/2106.00012,/abs/2106.00012,/abs/2101.07752,/abs/2011.14688,/abs/2203.12330,/abs/2106.03016,/abs/2004.02881,/abs/2110.10136,/abs/1805.09949,/abs/2208.12562,/abs/2208.06438
121,/abs/2106.00026,/abs/2106.00026,/abs/1906.01563,/abs/2111.10329,/abs/1810.10525,/abs/2110.03266,/abs/2005.11699,/abs/2004.13688,/abs/2003.04630,/abs/2208.10387,/abs/2307.05299
122,/abs/2304.00004,/abs/2304.00004,/abs/2303.06758,/abs/1707.05165,/abs/1909.09708,/abs/cs/0412036,/abs/2110.08637,/abs/2209.13710,/abs/1707.02292,/abs/2208.13064,/abs/2105.09432
123,/abs/2304.00009,/abs/2304.00009,/abs/2205.15245,/abs/2206.07505,/abs/2209.12681,/abs/2207.11143,/abs/2102.00824,/abs/1706.05296,/abs/2109.09034,/abs/1903.06592,/abs/2202.04868
