,query_article_link,top1,top2,top3,top4,top5,top6,top7,top8,top9,top10
25,/abs/2004.00048,/abs/2004.00048,/abs/2302.09334,/abs/2105.07960,/abs/1912.05239,/abs/2210.08085,/abs/2209.03618,/abs/2002.01088,/abs/2306.09961,/abs/2209.08480,/abs/1509.05646
26,/abs/2004.00049,/abs/2004.00049,/abs/2309.13956,/abs/2107.06050,/abs/2108.08998,/abs/2104.02699,/abs/2101.05278,/abs/2203.11105,/abs/2011.13786,/abs/2307.15033,/abs/2205.06304
27,/abs/2004.00050,/abs/2004.00050,/abs/2101.11978,/abs/2109.06050,/abs/1901.04787,/abs/1709.01895,/abs/1605.01655,/abs/2201.00614,/abs/1606.05464,/abs/2305.13047,/abs/2005.00388
28,/abs/2004.00053,/abs/2004.00053,/abs/2106.11384,/abs/2305.03010,/abs/2103.15543,/abs/2001.04935,/abs/2202.08827,/abs/2310.06816,/abs/2211.02878,/abs/2202.13817,/abs/1805.01070
29,/abs/2206.00007,/abs/2206.00007,/abs/2010.15561,/abs/2001.04030,/abs/2108.06228,/abs/2303.14453,/abs/2009.11680,/abs/2011.05411,/abs/1905.10053,/abs/1812.03337,/abs/2103.00710
30,/abs/2206.00026,/abs/2206.00026,/abs/2206.03635,/abs/2306.08853,/abs/1801.05852,/abs/1905.04962,/abs/1803.09010,/abs/1811.10789,/abs/2010.15222,/abs/1709.08339,/abs/1606.04327
31,/abs/2206.00047,/abs/2206.00047,/abs/2305.15644,/abs/2103.02503,/abs/2301.07845,/abs/2102.10271,/abs/2305.15889,/abs/2301.10418,/abs/2307.06825,/abs/2102.05082,/abs/2106.13899
32,/abs/2206.00048,/abs/2206.00048,/abs/2111.12583,/abs/2111.03186,/abs/2004.14367,/abs/2007.06600,/abs/2104.00487,/abs/2002.03754,/abs/2112.04603,/abs/2105.08222,/abs/2202.09649
33,/abs/2204.00003,/abs/2204.00003,/abs/2309.03640,/abs/2208.08190,/abs/2003.14109,/abs/2007.11876,/abs/1907.03698,/abs/1912.05445,/abs/2311.05237,/abs/2302.00123,/abs/2104.09333
34,/abs/2204.00032,/abs/2204.00032,/abs/2009.00395,/abs/2303.03446,/abs/2309.05610,/abs/1807.05852,/abs/1709.01604,/abs/2103.07101,/abs/1911.09777,/abs/1806.01246,/abs/2110.08324
35,/abs/1902.00006,/abs/1902.00006,/abs/1802.00682,/abs/1806.07538,/abs/2109.03756,/abs/1907.06831,/abs/2206.10610,/abs/2104.13299,/abs/1906.01431,/abs/1902.06787,/abs/1910.13503
36,/abs/1902.00009,/abs/1902.00009,/abs/1902.00009,/abs/1707.07140,/abs/1812.11396,/abs/1703.07307,/abs/1707.00489,/abs/2201.05208,/abs/2006.06825,/abs/2212.02604,/abs/1712.09163
37,/abs/1902.00014,/abs/1902.00014,/abs/1604.04164,/abs/1808.03130,/abs/1804.07805,/abs/1707.01870,/abs/1504.07443,/abs/2209.02464,/abs/1504.05150,/abs/1809.00134,/abs/2003.07800
38,/abs/1902.00031,/abs/1902.00031,/abs/2109.05153,/abs/2101.04226,/abs/1804.00401,/abs/2003.07438,/abs/1906.08990,/abs/1811.00633,/abs/2211.06193,/abs/2212.13074,/abs/1909.09565
39,/abs/1902.00033,/abs/1902.00033,/abs/1511.06208,/abs/2007.07142,/abs/2307.09816,/abs/2305.19043,/abs/2307.01077,/abs/2210.17475,/abs/1804.08833,/abs/2203.00126,/abs/1508.05550
40,/abs/1902.00038,/abs/1902.00038,/abs/1708.01471,/abs/1705.06676,/abs/2302.00389,/abs/1606.01847,/abs/1911.03977,/abs/1810.03414,/abs/1812.05252,/abs/1904.09078,/abs/1909.11874
41,/abs/2006.00031,/abs/2006.00031,/abs/2206.11815,/abs/1511.04623,/abs/2205.06603,/abs/2204.04163,/abs/2109.01819,/abs/2309.08272,/abs/2004.01970,/abs/2003.10555,/abs/2102.10437
42,/abs/2006.00037,/abs/2006.00037,/abs/2203.04551,/abs/2311.02558,/abs/1703.01281,/abs/1911.09807,/abs/2007.15860,/abs/2011.10474,/abs/2103.09364,/abs/2006.11000,/abs/2010.11932
43,/abs/2006.00044,/abs/2006.00044,/abs/1907.11061,/abs/1810.04645,/abs/2108.09931,/abs/2105.10668,/abs/1811.03538,/abs/1305.4247,/abs/1805.05887,/abs/2204.09106,/abs/2006.04806
44,/abs/2006.00046,/abs/2006.00046,/abs/2012.04770,/abs/2006.13362,/abs/2005.05625,/abs/2005.10187,/abs/2101.09075,/abs/2008.00431,/abs/2006.09099,/abs/2307.02931,/abs/2006.06822
45,/abs/2006.00048,/abs/2006.00048,/abs/2310.06599,/abs/2109.11435,/abs/1904.04750,/abs/1904.02468,/abs/2004.04389,/abs/1907.10312,/abs/1911.09064,/abs/1711.04188,/abs/1812.10280
46,/abs/2211.00005,/abs/2211.00005,/abs/2202.06593,/abs/1810.10107,/abs/2301.12873,/abs/2309.14029,/abs/1610.05083,/abs/1903.01454,/abs/1705.05681,/abs/1206.4116,/abs/1910.03860
47,/abs/2211.00006,/abs/2211.00006,/abs/1704.03520,/abs/2204.00547,/abs/2105.06016,/abs/1903.03993,/abs/2103.10683,/abs/2211.04338,/abs/2206.14415,/abs/1705.02288,/abs/2108.02052
48,/abs/2211.00007,/abs/2211.00007,/abs/2209.12265,/abs/2208.00358,/abs/2210.17386,/abs/2205.00692,/abs/2209.12749,/abs/2201.09076,/abs/2010.01722,/abs/2305.09832,/abs/2010.05693
49,/abs/2211.00053,/abs/2211.00053,/abs/1805.04276,/abs/2205.14219,/abs/2308.03188,/abs/2204.07837,/abs/2305.10314,/abs/2107.07150,/abs/2310.14534,/abs/2311.00233,/abs/1810.00668
50,/abs/2211.00057,/abs/2211.00057,/abs/2011.02773,/abs/2107.01662,/abs/2202.00453,/abs/2005.10082,/abs/2008.04285,/abs/2001.11021,/abs/2203.05303,/abs/2005.11507,/abs/2003.10998
51,/abs/2210.00008,/abs/2210.00008,/abs/2011.05973,/abs/1803.04173,/abs/1810.08280,/abs/2010.16323,/abs/1904.05747,/abs/1812.08108,/abs/2111.11487,/abs/1806.04773,/abs/2209.02453
52,/abs/2007.00024,/abs/2007.00024,/abs/2306.01154,/abs/2010.04555,/abs/2305.14974,/abs/1803.09327,/abs/1702.00071,/abs/2107.06424,/abs/2307.05189,/abs/2201.11665,/abs/1802.00086
53,/abs/2007.00028,/abs/2007.00028,/abs/2303.01135,/abs/2303.10758,/abs/2103.12692,/abs/1806.01796,/abs/1812.00542,/abs/2006.07867,/abs/2202.13328,/abs/1412.0156,/abs/2202.13441
54,/abs/2007.00045,/abs/2007.00045,/abs/1612.02310,/abs/1407.2572,/abs/cs/0306099,/abs/1708.04321,/abs/1409.0923,/abs/1809.06846,/abs/1309.7750,/abs/1409.0919,/abs/1906.04559
55,/abs/1903.00001,/abs/1903.00001,/abs/2008.02957,/abs/1808.08885,/abs/1707.08401,/abs/1808.10646,/abs/2111.10827,/abs/1612.05970,/abs/1902.07323,/abs/1707.06978,/abs/1803.01906
56,/abs/1903.00027,/abs/1903.00027,/abs/2003.14210,/abs/1810.05762,/abs/2107.09645,/abs/2310.06208,/abs/2006.00979,/abs/2011.07537,/abs/2108.13035,/abs/1902.02441,/abs/1901.04772
57,/abs/1903.00036,/abs/1903.00036,/abs/1605.03036,/abs/1710.06548,/abs/1803.10048,/abs/2310.06169,/abs/2002.06888,/abs/2105.03799,/abs/2010.07451,/abs/1904.11104,/abs/2205.15443
58,/abs/1903.00041,/abs/1903.00041,/abs/2103.11088,/abs/2004.03672,/abs/1905.05816,/abs/2203.13867,/abs/1808.08866,/abs/2004.05757,/abs/2010.04505,/abs/2010.02552,/abs/1809.03132
59,/abs/1903.00045,/abs/1903.00045,/abs/2004.03072,/abs/1708.02983,/abs/1711.05979,/abs/1810.11112,/abs/2010.10458,/abs/1605.08325,/abs/2301.06813,/abs/2107.06533,/abs/2202.01306
60,/abs/1903.00058,/abs/1903.00058,/abs/1804.02559,/abs/1612.06897,/abs/2204.06175,/abs/2305.13034,/abs/2302.12188,/abs/2004.14821,/abs/2001.08140,/abs/2205.11211,/abs/2204.12608
61,/abs/2205.00029,/abs/2205.00029,/abs/2105.04850,/abs/1709.07858,/abs/1911.02557,/abs/2204.07135,/abs/2005.00123,/abs/2203.06654,/abs/2305.14449,/abs/2204.05928,/abs/1709.07840
62,/abs/2201.00006,/abs/2201.00006,/abs/2010.05772,/abs/2112.10107,/abs/2211.01025,/abs/1705.02755,/abs/2112.02336,/abs/2306.07553,/abs/1905.04722,/abs/2111.08067,/abs/1905.04716
63,/abs/2201.00011,/abs/2201.00011,/abs/2206.12005,/abs/2303.06155,/abs/2209.14520,/abs/2205.02468,/abs/2202.07846,/abs/2010.10338,/abs/2210.01351,/abs/2103.04062,/abs/2005.00727
64,/abs/1907.00039,/abs/1907.00039,/abs/1907.04877,/abs/2204.12906,/abs/1907.00198,/abs/2207.08227,/abs/2307.06688,/abs/2207.02767,/abs/2309.05785,/abs/2301.02711,/abs/1606.00981
65,/abs/2003.00003,/abs/2003.00003,/abs/2006.12143,/abs/2004.00333,/abs/2003.12470,/abs/2208.01908,/abs/1909.06890,/abs/2006.08513,/abs/2201.11860,/abs/1909.02717,/abs/2002.06564
66,/abs/2003.00010,/abs/2003.00010,/abs/1805.09682,/abs/1802.10116,/abs/2205.12173,/abs/2012.10333,/abs/2302.06079,/abs/2205.00107,/abs/2110.03991,/abs/2208.11879,/abs/2102.08166
67,/abs/2003.00030,/abs/2003.00030,/abs/1307.5118,/abs/2303.00694,/abs/1909.04115,/abs/2204.01464,/abs/1906.10717,/abs/2006.16712,/abs/2110.07985,/abs/2209.05530,/abs/2103.12999
68,/abs/2003.00032,/abs/2003.00032,/abs/2111.12420,/abs/2110.04461,/abs/2307.09553,/abs/1401.6227,/abs/2303.14796,/abs/2307.11194,/abs/1909.11593,/abs/2103.02177,/abs/2104.14988
69,/abs/2003.00040,/abs/2003.00040,/abs/2306.01613,/abs/2105.10948,/abs/1802.07295,/abs/2006.11928,/abs/1904.06292,/abs/2007.00753,/abs/2204.05986,/abs/2202.10276,/abs/2306.16614
70,/abs/2003.00045,/abs/2003.00045,/abs/1907.04527,/abs/1905.03593,/abs/2011.03423,/abs/1606.04984,/abs/1911.09484,/abs/2103.12224,/abs/1811.07643,/abs/2201.04588,/abs/1710.01943
71,/abs/2003.00052,/abs/2003.00052,/abs/2106.06313,/abs/2108.12384,/abs/1905.03244,/abs/1805.04092,/abs/1908.06544,/abs/2008.09047,/abs/2208.11251,/abs/1904.10506,/abs/2205.11948
72,/abs/2003.00054,/abs/2003.00054,/abs/1308.0514,/abs/2205.11660,/abs/2204.06670,/abs/2104.11787,/abs/2105.06494,/abs/1910.05341,/abs/1911.01270,/abs/2003.04074,/abs/1208.4166
73,/abs/2003.00056,/abs/2003.00056,/abs/2105.07233,/abs/2202.00516,/abs/1810.05101,/abs/2205.06995,/abs/2201.12914,/abs/1507.04308,/abs/1010.4247,/abs/1909.12467,/abs/1606.01543
74,/abs/2011.00032,/abs/2011.00032,/abs/2010.12326,/abs/2208.08373,/abs/2010.08198,/abs/2109.14862,/abs/2309.07993,/abs/1909.07193,/abs/1904.03695,/abs/2105.05998,/abs/1905.06144
75,/abs/2011.00033,/abs/2011.00033,/abs/2307.01381,/abs/2307.01377,/abs/2008.05750,/abs/2109.04574,/abs/2005.09940,/abs/2011.07120,/abs/2104.09426,/abs/2010.11395,/abs/2001.02674
76,/abs/2011.00043,/abs/2011.00043,/abs/2003.00809,/abs/1808.09568,/abs/2105.07484,/abs/2111.02273,/abs/1801.07481,/abs/2010.16396,/abs/2003.13401,/abs/2308.00228,/abs/2309.06745
77,/abs/2010.00052,/abs/2010.00052,/abs/2010.07820,/abs/1807.02996,/abs/2210.00278,/abs/1806.05620,/abs/2011.06259,/abs/2210.08350,/abs/2101.06563,/abs/1502.00956,/abs/1610.06475
78,/abs/2010.00055,/abs/2010.00055,/abs/1707.01429,/abs/2106.05268,/abs/1507.08818,/abs/2007.03748,/abs/2112.15475,/abs/2009.06734,/abs/2305.16873,/abs/1412.6616,/abs/2301.10352
79,/abs/2010.00058,/abs/2010.00058,/abs/2107.07596,/abs/2306.01438,/abs/2305.15883,/abs/2109.05265,/abs/2304.10410,/abs/2306.09304,/abs/2209.06535,/abs/2209.12729,/abs/2309.15465
80,/abs/2002.00008,/abs/2002.00008,/abs/1701.07237,/abs/1710.09275,/abs/2102.07525,/abs/2302.03549,/abs/1811.03933,/abs/2305.17924,/abs/1810.11499,/abs/2011.06208,/abs/1807.04193
81,/abs/2002.00009,/abs/2002.00009,/abs/1609.07895,/abs/1502.01257,/abs/1201.0345,/abs/1005.0653,/abs/2007.01733,/abs/2001.11906,/abs/1903.10706,/abs/1408.4080,/abs/1706.09391
82,/abs/2002.00027,/abs/2002.00027,/abs/1909.09227,/abs/2001.11846,/abs/2107.06446,/abs/2306.04532,/abs/2202.04557,/abs/2110.13976,/abs/2208.09416,/abs/1911.10943,/abs/1910.02720
83,/abs/1906.00025,/abs/1906.00025,/abs/2107.14263,/abs/1909.03585,/abs/1907.06347,/abs/2302.14567,/abs/2202.05448,/abs/2011.13570,/abs/2012.09631,/abs/2108.09331,/abs/0905.2997
84,/abs/1906.00029,/abs/1906.00029,/abs/1512.05814,/abs/2309.10323,/abs/cs/0511063,/abs/2007.03809,/abs/1603.00913,/abs/1809.07221,/abs/1309.1416,/abs/1805.00566,/abs/2212.12759
85,/abs/1906.00038,/abs/1906.00038,/abs/2301.07150,/abs/1810.00912,/abs/1502.06108,/abs/1501.03302,/abs/2310.16405,/abs/2306.09922,/abs/1610.06620,/abs/2110.09779,/abs/2011.10364
86,/abs/1906.00041,/abs/1906.00041,/abs/2310.07736,/abs/2203.14278,/abs/2008.10856,/abs/1706.02427,/abs/2105.02584,/abs/2005.09207,/abs/2002.01127,/abs/2104.14914,/abs/2212.07588
87,/abs/2202.00004,/abs/2202.00004,/abs/1904.02311,/abs/2004.02203,/abs/2303.16251,/abs/2010.07871,/abs/1810.06120,/abs/2203.13410,/abs/2004.00711,/abs/1601.00013,/abs/2002.06505
88,/abs/2202.00005,/abs/2202.00005,/abs/2212.01298,/abs/2110.14911,/abs/2308.15674,/abs/1905.07893,/abs/2002.02368,/abs/2204.12855,/abs/2201.11368,/abs/2311.02317,/abs/2310.12914
89,/abs/2202.00047,/abs/2202.00047,/abs/2308.04703,/abs/2308.13015,/abs/2103.03996,/abs/2308.04040,/abs/2009.05233,/abs/2009.00549,/abs/2003.09333,/abs/2309.02967,/abs/2304.01860
90,/abs/1904.00001,/abs/1904.00001,/abs/1812.03057,/abs/1910.05112,/abs/1912.09630,/abs/1610.01256,/abs/2106.04823,/abs/2107.12045,/abs/2209.11632,/abs/2008.01263,/abs/2104.14235
91,/abs/1904.00003,/abs/1904.00003,/abs/2111.01778,/abs/2102.11235,/abs/2311.09066,/abs/1903.04081,/abs/2211.10443,/abs/1604.07096,/abs/1912.01122,/abs/1702.02261,/abs/1510.01006
92,/abs/1904.00004,/abs/1904.00004,/abs/2107.14155,/abs/1911.12039,/abs/1606.06356,/abs/2205.15657,/abs/2109.13046,/abs/2002.12069,/abs/2101.00296,/abs/1508.06686,/abs/1901.00740
93,/abs/1904.00035,/abs/1904.00035,/abs/1803.09200,/abs/2008.11852,/abs/2105.06517,/abs/1910.04803,/abs/1910.12905,/abs/2201.08116,/abs/2107.07413,/abs/2101.01993,/abs/2204.05196
94,/abs/2012.00004,/abs/2012.00004,/abs/2011.14678,/abs/2005.09946,/abs/2005.07979,/abs/2310.10400,/abs/2007.11464,/abs/2106.03111,/abs/2010.00857,/abs/2102.00290,/abs/2001.07786
95,/abs/2012.00012,/abs/2012.00012,/abs/2202.09901,/abs/2305.13826,/abs/2304.02625,/abs/2211.16496,/abs/cmp-lg/9711008,/abs/2104.08964,/abs/2212.06801,/abs/1711.04987,/abs/2310.07135
96,/abs/2012.00050,/abs/2012.00050,/abs/2212.09356,/abs/2105.02038,/abs/2004.03244,/abs/1703.07725,/abs/2203.02226,/abs/1911.00548,/abs/2010.04406,/abs/2005.04750,/abs/2109.01188
97,/abs/2012.00052,/abs/2012.00052,/abs/1706.03946,/abs/2004.06190,/abs/1804.09010,/abs/2207.00939,/abs/1909.08089,/abs/1908.08960,/abs/1804.04589,/abs/1908.11723,/abs/1611.04244
98,/abs/2012.00053,/abs/2012.00053,/abs/2004.08672,/abs/2211.05865,/abs/2009.09696,/abs/1910.02130,/abs/2104.04696,/abs/2103.10642,/abs/2007.13202,/abs/1710.00675,/abs/1803.00119
99,/abs/2012.00056,/abs/2012.00056,/abs/0901.3754,/abs/2106.03816,/abs/2208.03438,/abs/2111.00926,/abs/2202.13506,/abs/1607.01869,/abs/2209.05861,/abs/2209.08403,/abs/2004.06438
100,/abs/2001.00003,/abs/2001.00003,/abs/1504.05319,/abs/1607.06532,/abs/2004.12073,/abs/1611.07206,/abs/1511.06246,/abs/1702.02170,/abs/1910.10491,/abs/2007.07318,/abs/2110.01804
101,/abs/2001.00004,/abs/2001.00004,/abs/2306.06003,/abs/1302.3946,/abs/1204.0897,/abs/1303.1912,/abs/1309.5697,/abs/1403.0486,/abs/2201.05113,/abs/2005.08614,/abs/2106.04629
102,/abs/2001.00006,/abs/2001.00006,/abs/1905.04994,/abs/2002.00213,/abs/2305.12157,/abs/2008.07321,/abs/2110.07574,/abs/2204.07612,/abs/2305.18269,/abs/1411.1373,/abs/2307.11119
103,/abs/2001.00046,/abs/2001.00046,/abs/1908.11413,/abs/1609.04541,/abs/1811.07428,/abs/2109.00626,/abs/2301.11598,/abs/1908.02721,/abs/1807.01350,/abs/2208.02600,/abs/2309.10310
104,/abs/2001.00048,/abs/2001.00048,/abs/1909.03330,/abs/2103.10030,/abs/2202.03148,/abs/2301.06422,/abs/2305.15589,/abs/2112.05534,/abs/2204.02559,/abs/2302.14334,/abs/2010.11991
105,/abs/2001.00051,/abs/2001.00051,/abs/1509.04219,/abs/2302.10143,/abs/1505.02973,/abs/1912.05066,/abs/2310.07086,/abs/1702.08866,/abs/1611.09441,/abs/1209.2495,/abs/2209.09824
106,/abs/1905.00006,/abs/1905.00006,/abs/1903.07868,/abs/2006.11486,/abs/2211.03626,/abs/2209.08630,/abs/1804.09347,/abs/2010.09561,/abs/2011.12563,/abs/1911.11314,/abs/1912.10193
107,/abs/1905.00007,/abs/1905.00007,/abs/1801.00055,/abs/1904.03349,/abs/1712.02225,/abs/2007.09278,/abs/2104.13773,/abs/1809.10280,/abs/2012.07049,/abs/1810.02936,/abs/1705.09368
108,/abs/1905.00011,/abs/1905.00011,/abs/2311.09657,/abs/1301.5387,/abs/2309.03243,/abs/2005.01008,/abs/1808.03434,/abs/1906.03840,/abs/2206.06874,/abs/1802.02827,/abs/2003.12273
109,/abs/1905.00044,/abs/1905.00044,/abs/1811.05022,/abs/2310.04548,/abs/2301.07007,/abs/2211.10398,/abs/2210.13755,/abs/1709.10455,/abs/2011.00817,/abs/2010.05127,/abs/2008.04148
110,/abs/1905.00052,/abs/1905.00052,/abs/1905.01386,/abs/1903.04263,/abs/2010.14570,/abs/1909.04031,/abs/1909.02065,/abs/2310.03481,/abs/1908.03825,/abs/1907.01549,/abs/1607.07904
111,/abs/1905.00055,/abs/1905.00055,/abs/1809.02052,/abs/2205.05070,/abs/1806.07678,/abs/1807.02150,/abs/1802.04606,/abs/1507.06452,/abs/1904.11800,/abs/1711.01647,/abs/2303.11172
112,/abs/1905.00060,/abs/1905.00060,/abs/1906.06798,/abs/2303.11678,/abs/1903.10830,/abs/2205.11563,/abs/2110.02277,/abs/1705.00366,/abs/2305.03105,/abs/2002.06626,/abs/1801.00868
113,/abs/2203.00006,/abs/2203.00006,/abs/1904.03670,/abs/2112.07648,/abs/2012.08549,/abs/2207.10643,/abs/2009.14386,/abs/2106.15919,/abs/2106.13045,/abs/2106.09009,/abs/2210.15734
114,/abs/2203.00007,/abs/2203.00007,/abs/2210.09043,/abs/2207.04709,/abs/2208.06947,/abs/2302.12598,/abs/2309.07196,/abs/1905.10069,/abs/2109.00924,/abs/2302.12973,/abs/2111.07513
115,/abs/2203.00035,/abs/2203.00035,/abs/2209.07437,/abs/2301.06889,/abs/2109.04024,/abs/2107.04050,/abs/1910.04295,/abs/2006.11917,/abs/2209.04808,/abs/2106.13755,/abs/2303.10665
116,/abs/2203.00043,/abs/2203.00043,/abs/2004.09131,/abs/1901.01126,/abs/1209.5779,/abs/1910.04250,/abs/1705.02577,/abs/2004.03921,/abs/1706.01022,/abs/1812.09247,/abs/2201.01019
117,/abs/2106.00001,/abs/2106.00001,/abs/1409.5414,/abs/2305.17148,/abs/2303.01256,/abs/2007.05453,/abs/2205.03470,/abs/2306.00920,/abs/2211.04446,/abs/2309.09170,/abs/2109.01748
118,/abs/2106.00010,/abs/2106.00010,/abs/2105.14666,/abs/2103.02552,/abs/2111.04904,/abs/2205.10401,/abs/2211.00589,/abs/2205.15195,/abs/2103.17189,/abs/1703.04783,/abs/2109.09686
119,/abs/2106.00011,/abs/2106.00011,/abs/2105.14731,/abs/2208.05282,/abs/2003.02643,/abs/2309.07265,/abs/2206.11328,/abs/2310.08660,/abs/2309.01730,/abs/2109.10868,/abs/2007.03165
120,/abs/2106.00012,/abs/2106.00012,/abs/2101.07752,/abs/2203.12330,/abs/2208.06438,/abs/2011.14688,/abs/2004.02881,/abs/2106.03016,/abs/2306.11484,/abs/1912.11337,/abs/2110.10136
121,/abs/2106.00026,/abs/2106.00026,/abs/2202.02306,/abs/2005.11699,/abs/1807.10300,/abs/2206.12325,/abs/2205.08304,/abs/2201.10085,/abs/2003.04630,/abs/2307.05299,/abs/1910.07291
122,/abs/2304.00004,/abs/2304.00004,/abs/cs/0601119,/abs/cs/0412036,/abs/2308.09483,/abs/2007.10151,/abs/cs/0603037,/abs/2304.11124,/abs/1104.2982,/abs/1810.09171,/abs/2208.13064
123,/abs/2304.00009,/abs/2304.00009,/abs/2205.15245,/abs/1908.03963,/abs/1706.05296,/abs/2303.14061,/abs/2109.09034,/abs/1907.07847,/abs/2109.09038,/abs/2109.10632,/abs/1811.12557
